student_id,application_id,app_term_id,app_complete_dt,decision,decision_dt,deposit_flag
10002500,APP10002500,2025SP,2024-03-09,Admit,2024-03-24,1
10002501,APP10002501,2024FA,2024-02-20,Admit,2024-03-19,1
10002502,APP10002502,2025SP,2024-02-01,Admit,2024-02-25,0
10002503,APP10002503,2025SP,2024-07-06,Admit,2024-07-27,0
10002504,APP10002504,2025SP,2024-06-16,Admit,2024-06-30,1
10002505,APP10002505,2025SP,2024-01-25,Admit,2024-02-17,1
10002506,APP10002506,2025SP,2024-04-08,Admit,2024-04-30,0
10002507,APP10002507,2025SP,2024-02-07,Admit,2024-02-26,1
10002508,APP10002508,2025SP,2024-06-15,Admit,2024-07-03,1
10002509,APP10002509,2025SP,2024-04-15,Admit,2024-04-25,1
10002510,APP10002510,2024FA,2024-03-10,Admit,2024-04-04,1
10002511,APP10002511,2024FA,2024-05-21,Admit,2024-06-07,1
10002512,APP10002512,2025SP,2024-03-16,Admit,2024-03-22,1
10002513,APP10002513,2024FA,2024-04-19,Admit,2024-05-16,1
10002514,APP10002514,2025SP,2024-06-10,Admit,2024-07-07,1
10002515,APP10002515,2024FA,2024-01-08,Admit,2024-02-05,1
10002516,APP10002516,2024FA,2024-03-21,Admit,2024-04-18,1
10002517,APP10002517,2024FA,2024-05-14,Admit,2024-05-26,1
10002518,APP10002518,2025SP,2024-01-01,Admit,2024-01-22,1
10002519,APP10002519,2024FA,2024-07-11,Admit,2024-08-09,1
10002520,APP10002520,2025SP,2024-01-15,Admit,2024-01-23,1
10002521,APP10002521,2025SP,2024-01-27,Admit,2024-02-08,1
10002522,APP10002522,2025SP,2024-02-07,Admit,2024-02-27,0
10002523,APP10002523,2025SP,2024-02-23,Admit,2024-03-02,1
10002524,APP10002524,2025SP,2024-02-20,Admit,2024-03-05,0
10002525,APP10002525,2024FA,2024-02-17,Admit,2024-02-26,1
10002526,APP10002526,2025SP,2024-02-23,Admit,2024-03-01,1
10002527,APP10002527,2024FA,2024-03-21,Admit,2024-04-17,1
10002528,APP10002528,2025SP,2024-05-23,Admit,2024-06-10,1
10002529,APP10002529,2025SP,2024-04-26,Admit,2024-05-13,0
10002530,APP10002530,2025SP,2024-04-12,Admit,2024-04-19,1
10002531,APP10002531,2024FA,2024-03-25,Admit,2024-04-07,1
10002532,APP10002532,2025SP,2024-02-20,Admit,2024-03-07,1
10002533,APP10002533,2024FA,2024-05-23,Admit,2024-06-03,0
10002534,APP10002534,2025SP,2024-02-07,Admit,2024-02-20,1
10002535,APP10002535,2024FA,2024-05-08,Admit,2024-05-23,1
10002536,APP10002536,2024FA,2024-07-15,Admit,2024-08-01,1
10002537,APP10002537,2025SP,2024-04-03,Admit,2024-04-26,1
10002538,APP10002538,2024FA,2024-05-09,Admit,2024-06-03,1
10002539,APP10002539,2024FA,2024-05-14,Admit,2024-06-01,1
10002540,APP10002540,2024FA,2024-02-18,Admit,2024-02-27,1
10002541,APP10002541,2024FA,2024-07-07,Admit,2024-07-27,1
10002542,APP10002542,2024FA,2024-06-04,Admit,2024-06-12,1
10002543,APP10002543,2025SP,2024-02-25,Admit,2024-03-20,1
10002544,APP10002544,2025SP,2024-02-18,Admit,2024-03-06,1
10002545,APP10002545,2025SP,2024-07-12,Admit,2024-08-01,1
10002546,APP10002546,2024FA,2024-04-04,Admit,2024-04-24,1
10002547,APP10002547,2024FA,2024-04-25,Admit,2024-05-09,1
10002548,APP10002548,2025SP,2024-05-17,Admit,2024-05-23,1
10002549,APP10002549,2024FA,2024-02-24,Admit,2024-03-15,1
10002550,APP10002550,2024FA,2024-06-14,Admit,2024-06-25,1
10002551,APP10002551,2024FA,2024-03-28,Admit,2024-04-06,1
10002552,APP10002552,2024FA,2024-04-09,Admit,2024-04-15,1
10002553,APP10002553,2024FA,2024-02-12,Admit,2024-03-04,0
10002554,APP10002554,2025SP,2024-06-03,Admit,2024-06-17,0
10002555,APP10002555,2024FA,2024-05-15,Admit,2024-06-11,1
10002556,APP10002556,2024FA,2024-03-10,Admit,2024-04-03,0
10002557,APP10002557,2024FA,2024-05-21,Admit,2024-06-06,0
10002558,APP10002558,2024FA,2024-04-11,Admit,2024-04-16,0
10002559,APP10002559,2024FA,2024-06-01,Admit,2024-06-19,1
10002560,APP10002560,2024FA,2024-03-25,Admit,2024-04-08,1
10002561,APP10002561,2024FA,2024-07-09,Admit,2024-07-29,1
10002562,APP10002562,2024FA,2024-03-30,Admit,2024-04-05,1
10002563,APP10002563,2024FA,2024-07-13,Admit,2024-08-06,1
10002564,APP10002564,2024FA,2024-03-21,Admit,2024-03-28,1
10002565,APP10002565,2025SP,2024-06-02,Admit,2024-06-26,1
10002566,APP10002566,2024FA,2024-03-21,Admit,2024-04-17,1
10002567,APP10002567,2025SP,2024-03-31,Admit,2024-04-15,0
10002568,APP10002568,2024FA,2024-05-21,Admit,2024-06-05,0
10002569,APP10002569,2025SP,2024-04-09,Admit,2024-04-29,1
10002570,APP10002570,2024FA,2024-07-07,Admit,2024-07-13,0
10002571,APP10002571,2025SP,2024-01-14,Admit,2024-01-21,1
10002572,APP10002572,2025SP,2024-01-28,Admit,2024-02-07,1
10002573,APP10002573,2024FA,2024-03-09,Admit,2024-04-01,0
10002574,APP10002574,2024FA,2024-01-02,Admit,2024-01-09,1
10002575,APP10002575,2024FA,2024-03-19,Admit,2024-04-17,1
10002576,APP10002576,2025SP,2024-02-18,Admit,2024-03-01,1
10002577,APP10002577,2025SP,2024-01-06,Admit,2024-01-26,0
10002578,APP10002578,2025SP,2024-05-01,Admit,2024-05-14,1
10002579,APP10002579,2024FA,2024-05-12,Admit,2024-05-19,1
10002580,APP10002580,2024FA,2024-04-15,Admit,2024-04-24,0
10002581,APP10002581,2025SP,2024-03-02,Admit,2024-03-28,1
10002582,APP10002582,2024FA,2024-01-18,Admit,2024-01-26,1
10002583,APP10002583,2025SP,2024-01-10,Admit,2024-02-05,1
10002584,APP10002584,2025SP,2024-01-30,Admit,2024-02-16,1
10002585,APP10002585,2024FA,2024-06-20,Admit,2024-06-27,0
10002586,APP10002586,2025SP,2024-02-10,Admit,2024-03-01,1
10002587,APP10002587,2024FA,2024-05-06,Admit,2024-05-25,0
10002588,APP10002588,2025SP,2024-05-03,Admit,2024-05-31,0
10002589,APP10002589,2024FA,2024-07-10,Admit,2024-07-21,1
10002590,APP10002590,2024FA,2024-07-05,Admit,2024-07-12,1
10002591,APP10002591,2024FA,2024-05-15,Admit,2024-06-02,1
10002592,APP10002592,2024FA,2024-02-12,Admit,2024-02-25,0
10002593,APP10002593,2025SP,2024-04-03,Admit,2024-04-18,0
10002594,APP10002594,2025SP,2024-04-03,Admit,2024-04-08,1
10002595,APP10002595,2024FA,2024-01-26,Admit,2024-02-11,1
10002596,APP10002596,2024FA,2024-04-25,Admit,2024-05-07,1
10002597,APP10002597,2024FA,2024-06-28,Admit,2024-07-16,0
10002598,APP10002598,2024FA,2024-02-17,Admit,2024-03-04,0
10002599,APP10002599,2024FA,2024-05-06,Admit,2024-05-17,1
10002600,APP10002600,2025SP,2024-04-12,Admit,2024-05-09,1
10002601,APP10002601,2025SP,2024-03-20,Admit,2024-04-03,0
10002602,APP10002602,2025SP,2024-05-01,Admit,2024-05-10,1
10002603,APP10002603,2025SP,2024-05-06,Admit,2024-05-25,1
10002604,APP10002604,2025SP,2024-01-06,Admit,2024-01-12,1
10002605,APP10002605,2025SP,2024-05-06,Admit,2024-06-01,0
10002606,APP10002606,2024FA,2024-02-04,Admit,2024-02-27,1
10002607,APP10002607,2024FA,2024-03-19,Admit,2024-04-09,0
10002608,APP10002608,2025SP,2024-05-29,Admit,2024-06-27,1
10002609,APP10002609,2024FA,2024-06-19,Admit,2024-07-09,1
10002610,APP10002610,2024FA,2024-04-02,Admit,2024-04-20,0
10002611,APP10002611,2024FA,2024-02-29,Admit,2024-03-09,1
10002612,APP10002612,2024FA,2024-06-29,Admit,2024-07-19,1
10002613,APP10002613,2024FA,2024-03-09,Admit,2024-03-15,1
10002614,APP10002614,2024FA,2024-06-23,Admit,2024-07-12,0
10002615,APP10002615,2024FA,2024-03-25,Admit,2024-04-19,0
10002616,APP10002616,2024FA,2024-03-25,Admit,2024-04-02,1
10002617,APP10002617,2024FA,2024-07-16,Admit,2024-08-14,1
10002618,APP10002618,2025SP,2024-06-29,Admit,2024-07-25,1
10002619,APP10002619,2025SP,2024-04-12,Admit,2024-05-08,1
10002620,APP10002620,2024FA,2024-03-15,Admit,2024-03-22,1
10002621,APP10002621,2024FA,2024-01-21,Admit,2024-02-03,1
10002622,APP10002622,2024FA,2024-03-22,Admit,2024-04-04,1
10002623,APP10002623,2025SP,2024-04-18,Admit,2024-05-10,1
10002624,APP10002624,2025SP,2024-04-15,Admit,2024-04-26,1
10002625,APP10002625,2025SP,2024-02-02,Admit,2024-02-25,1
10002626,APP10002626,2025SP,2024-01-30,Admit,2024-02-16,0
10002627,APP10002627,2025SP,2024-04-16,Admit,2024-05-15,1
10002628,APP10002628,2025SP,2024-06-25,Admit,2024-07-11,1
10002629,APP10002629,2025SP,2024-03-06,Admit,2024-03-11,1
10002630,APP10002630,2025SP,2024-03-06,Admit,2024-04-01,1
10002631,APP10002631,2024FA,2024-05-25,Admit,2024-06-12,1
10002632,APP10002632,2024FA,2024-01-31,Admit,2024-02-29,0
10002633,APP10002633,2025SP,2024-07-06,Admit,2024-07-19,1
10002634,APP10002634,2024FA,2024-02-13,Admit,2024-02-23,1
10002635,APP10002635,2024FA,2024-05-06,Admit,2024-06-02,0
10002636,APP10002636,2024FA,2024-05-07,Admit,2024-05-16,1
10002637,APP10002637,2024FA,2024-01-11,Admit,2024-02-02,0
10002638,APP10002638,2025SP,2024-07-03,Admit,2024-07-19,1
10002639,APP10002639,2024FA,2024-03-01,Admit,2024-03-14,0
10002640,APP10002640,2025SP,2024-07-05,Admit,2024-07-20,0
10002641,APP10002641,2025SP,2024-07-08,Admit,2024-07-31,1
10002642,APP10002642,2025SP,2024-02-28,Admit,2024-03-05,1
10002643,APP10002643,2025SP,2024-04-26,Admit,2024-05-10,0
10002644,APP10002644,2025SP,2024-04-03,Admit,2024-04-26,0
10002645,APP10002645,2025SP,2024-04-14,Admit,2024-05-03,1
10002646,APP10002646,2025SP,2024-05-28,Admit,2024-06-27,1
10002647,APP10002647,2024FA,2024-05-27,Admit,2024-06-06,1
10002648,APP10002648,2024FA,2024-05-26,Admit,2024-06-22,1
10002649,APP10002649,2024FA,2024-04-26,Admit,2024-05-16,1
10002650,APP10002650,2024FA,2024-07-05,Admit,2024-07-24,1
10002651,APP10002651,2025SP,2024-05-16,Admit,2024-06-04,1
10002652,APP10002652,2025SP,2024-03-19,Admit,2024-04-02,1
10002653,APP10002653,2025SP,2024-03-27,Admit,2024-04-01,0
10002654,APP10002654,2025SP,2024-01-07,Admit,2024-01-26,1
10002655,APP10002655,2025SP,2024-01-06,Admit,2024-02-03,1
10002656,APP10002656,2024FA,2024-02-06,Admit,2024-03-02,1
10002657,APP10002657,2025SP,2024-04-30,Admit,2024-05-08,1
10002658,APP10002658,2025SP,2024-01-23,Admit,2024-02-21,1
10002659,APP10002659,2024FA,2024-06-01,Admit,2024-06-08,1
10002660,APP10002660,2024FA,2024-03-09,Admit,2024-03-29,1
10002661,APP10002661,2025SP,2024-06-29,Admit,2024-07-08,1
10002662,APP10002662,2025SP,2024-02-27,Admit,2024-03-20,1
10002663,APP10002663,2025SP,2024-02-01,Admit,2024-02-26,1
10002664,APP10002664,2025SP,2024-04-03,Admit,2024-04-13,0
10002665,APP10002665,2024FA,2024-02-24,Admit,2024-03-16,1
10002666,APP10002666,2024FA,2024-07-03,Admit,2024-07-22,1
10002667,APP10002667,2025SP,2024-02-11,Admit,2024-02-24,1
10002668,APP10002668,2024FA,2024-06-27,Admit,2024-07-06,0
10002669,APP10002669,2025SP,2024-05-23,Admit,2024-05-31,1
10002670,APP10002670,2024FA,2024-02-16,Admit,2024-03-04,1
10002671,APP10002671,2025SP,2024-01-29,Admit,2024-02-19,1
10002672,APP10002672,2024FA,2024-04-15,Admit,2024-04-23,1
10002673,APP10002673,2025SP,2024-04-12,Admit,2024-04-21,0
10002674,APP10002674,2024FA,2024-03-11,Admit,2024-04-01,0
10002675,APP10002675,2024FA,2024-02-02,Admit,2024-02-21,0
10002676,APP10002676,2025SP,2024-06-10,Admit,2024-06-18,1
10002677,APP10002677,2024FA,2024-04-19,Admit,2024-05-12,1
10002678,APP10002678,2025SP,2024-03-27,Admit,2024-04-15,1
10002679,APP10002679,2025SP,2024-07-03,Admit,2024-07-19,1
10002680,APP10002680,2025SP,2024-03-22,Admit,2024-04-01,1
10002681,APP10002681,2025SP,2024-03-04,Admit,2024-03-14,1
10002682,APP10002682,2024FA,2024-04-01,Admit,2024-04-18,0
10002683,APP10002683,2025SP,2024-02-15,Admit,2024-03-06,0
10002684,APP10002684,2024FA,2024-04-30,Admit,2024-05-23,1
10002685,APP10002685,2025SP,2024-01-11,Admit,2024-02-09,0
10002686,APP10002686,2024FA,2024-06-27,Admit,2024-07-14,1
10002687,APP10002687,2024FA,2024-06-07,Admit,2024-06-28,1
10002688,APP10002688,2025SP,2024-04-11,Admit,2024-04-17,0
10002689,APP10002689,2025SP,2024-02-25,Admit,2024-03-08,1
10002690,APP10002690,2025SP,2024-03-05,Admit,2024-04-03,1
10002691,APP10002691,2025SP,2024-07-19,Admit,2024-07-26,1
10002692,APP10002692,2024FA,2024-03-26,Admit,2024-04-18,1
10002693,APP10002693,2024FA,2024-02-28,Admit,2024-03-15,1
10002694,APP10002694,2024FA,2024-04-16,Admit,2024-04-27,1
10002695,APP10002695,2025SP,2024-05-16,Admit,2024-06-05,0
10002696,APP10002696,2025SP,2024-06-10,Admit,2024-06-25,1
10002697,APP10002697,2024FA,2024-04-25,Admit,2024-05-22,1
10002698,APP10002698,2025SP,2024-04-20,Admit,2024-05-15,1
10002699,APP10002699,2025SP,2024-02-14,Admit,2024-03-03,0
10002700,APP10002700,2025SP,2024-01-02,Admit,2024-01-14,1
10002701,APP10002701,2024FA,2024-01-20,Admit,2024-02-17,0
10002702,APP10002702,2024FA,2024-01-17,Admit,2024-02-03,1
10002703,APP10002703,2024FA,2024-01-18,Admit,2024-02-17,1
10002704,APP10002704,2024FA,2024-01-23,Admit,2024-02-03,1
10002705,APP10002705,2025SP,2024-04-13,Admit,2024-04-28,1
10002706,APP10002706,2024FA,2024-02-03,Admit,2024-02-16,1
10002707,APP10002707,2025SP,2024-04-18,Admit,2024-04-26,1
10002708,APP10002708,2024FA,2024-02-16,Admit,2024-03-11,1
10002709,APP10002709,2025SP,2024-03-08,Admit,2024-03-24,1
10002710,APP10002710,2024FA,2024-04-07,Admit,2024-04-12,1
10002711,APP10002711,2024FA,2024-01-11,Admit,2024-02-10,0
10002712,APP10002712,2025SP,2024-01-17,Admit,2024-02-03,0
10002713,APP10002713,2024FA,2024-03-14,Admit,2024-04-09,0
10002714,APP10002714,2024FA,2024-05-06,Admit,2024-05-30,1
10002715,APP10002715,2025SP,2024-04-30,Admit,2024-05-09,1
10002716,APP10002716,2025SP,2024-07-13,Admit,2024-08-06,1
10002717,APP10002717,2024FA,2024-05-11,Admit,2024-05-20,1
10002718,APP10002718,2025SP,2024-03-14,Admit,2024-04-11,1
10002719,APP10002719,2024FA,2024-02-28,Admit,2024-03-28,1
10002720,APP10002720,2024FA,2024-07-08,Admit,2024-07-25,1
10002721,APP10002721,2024FA,2024-04-10,Admit,2024-05-04,1
10002722,APP10002722,2025SP,2024-06-30,Admit,2024-07-16,1
10002723,APP10002723,2025SP,2024-07-02,Admit,2024-07-27,0
10002724,APP10002724,2025SP,2024-03-28,Admit,2024-04-09,1
10002725,APP10002725,2025SP,2024-01-13,Admit,2024-02-04,0
10002726,APP10002726,2025SP,2024-07-14,Admit,2024-08-01,1
10002727,APP10002727,2025SP,2024-03-18,Admit,2024-04-01,0
10002728,APP10002728,2024FA,2024-01-16,Admit,2024-01-22,0
10002729,APP10002729,2025SP,2024-07-05,Admit,2024-08-04,1
10002730,APP10002730,2024FA,2024-03-08,Admit,2024-03-22,0
10002731,APP10002731,2025SP,2024-04-06,Admit,2024-05-06,1
10002732,APP10002732,2025SP,2024-06-27,Admit,2024-07-26,1
10002733,APP10002733,2024FA,2024-03-04,Admit,2024-03-15,1
10002734,APP10002734,2025SP,2024-04-20,Admit,2024-05-01,0
10002735,APP10002735,2025SP,2024-04-17,Admit,2024-05-17,0
10002736,APP10002736,2024FA,2024-01-10,Admit,2024-01-25,1
10002737,APP10002737,2024FA,2024-05-20,Admit,2024-05-27,1
10002738,APP10002738,2025SP,2024-05-20,Admit,2024-06-13,1
10002739,APP10002739,2025SP,2024-04-17,Admit,2024-04-28,1
10002740,APP10002740,2024FA,2024-07-13,Admit,2024-08-10,1
10002741,APP10002741,2025SP,2024-03-19,Admit,2024-04-08,0
10002742,APP10002742,2024FA,2024-04-09,Admit,2024-04-29,1
10002743,APP10002743,2025SP,2024-01-13,Admit,2024-01-31,1
10002744,APP10002744,2025SP,2024-05-16,Admit,2024-05-30,0
10002745,APP10002745,2025SP,2024-05-31,Admit,2024-06-23,0
10002746,APP10002746,2025SP,2024-06-21,Admit,2024-07-15,0
10002747,APP10002747,2024FA,2024-06-30,Admit,2024-07-16,0
10002748,APP10002748,2024FA,2024-05-09,Admit,2024-06-07,1
10002749,APP10002749,2024FA,2024-06-08,Admit,2024-06-26,1
10002750,APP10002750,2024FA,2024-04-19,Admit,2024-05-14,0
10002751,APP10002751,2025SP,2024-02-17,Admit,2024-02-24,1
10002752,APP10002752,2025SP,2024-04-29,Admit,2024-05-09,1
10002753,APP10002753,2024FA,2024-03-28,Admit,2024-04-18,0
10002754,APP10002754,2025SP,2024-06-12,Admit,2024-07-06,0
10002755,APP10002755,2025SP,2024-05-25,Admit,2024-06-20,1
10002756,APP10002756,2024FA,2024-02-17,Admit,2024-02-26,1
10002757,APP10002757,2024FA,2024-05-30,Admit,2024-06-14,0
10002758,APP10002758,2024FA,2024-05-10,Admit,2024-05-15,0
10002759,APP10002759,2025SP,2024-06-13,Admit,2024-06-18,1
10002760,APP10002760,2024FA,2024-04-24,Admit,2024-05-24,0
10002761,APP10002761,2025SP,2024-06-01,Admit,2024-06-09,0
10002762,APP10002762,2025SP,2024-04-08,Admit,2024-04-24,1
10002763,APP10002763,2024FA,2024-03-21,Admit,2024-04-01,0
10002764,APP10002764,2025SP,2024-06-14,Admit,2024-07-14,1
10002765,APP10002765,2024FA,2024-06-25,Admit,2024-07-24,1
10002766,APP10002766,2025SP,2024-04-25,Admit,2024-05-10,1
10002767,APP10002767,2025SP,2024-03-28,Admit,2024-04-12,1
10002768,APP10002768,2025SP,2024-03-03,Admit,2024-03-08,1
10002769,APP10002769,2024FA,2024-07-09,Admit,2024-07-16,1
10002770,APP10002770,2024FA,2024-05-28,Admit,2024-06-02,1
10002771,APP10002771,2025SP,2024-04-19,Admit,2024-05-16,1
10002772,APP10002772,2025SP,2024-03-11,Admit,2024-03-27,1
10002773,APP10002773,2024FA,2024-01-16,Admit,2024-01-25,1
10002774,APP10002774,2024FA,2024-06-24,Admit,2024-07-07,1
10002775,APP10002775,2025SP,2024-03-27,Admit,2024-04-10,1
10002776,APP10002776,2024FA,2024-03-08,Admit,2024-03-25,1
10002777,APP10002777,2025SP,2024-05-26,Admit,2024-06-02,1
10002778,APP10002778,2025SP,2024-06-14,Admit,2024-07-10,1
10002779,APP10002779,2024FA,2024-03-23,Admit,2024-04-13,0
10002780,APP10002780,2024FA,2024-01-17,Admit,2024-01-24,1
10002781,APP10002781,2025SP,2024-07-06,Admit,2024-07-25,1
10002782,APP10002782,2025SP,2024-05-04,Admit,2024-05-22,0
10002783,APP10002783,2025SP,2024-04-05,Admit,2024-04-16,1
10002784,APP10002784,2025SP,2024-01-29,Admit,2024-02-09,1
10002785,APP10002785,2025SP,2024-02-07,Admit,2024-02-21,1
10002786,APP10002786,2024FA,2024-03-18,Admit,2024-04-14,0
10002787,APP10002787,2025SP,2024-03-19,Admit,2024-04-09,1
10002788,APP10002788,2024FA,2024-03-11,Admit,2024-04-09,1
10002789,APP10002789,2025SP,2024-02-15,Admit,2024-03-01,1
10002790,APP10002790,2025SP,2024-01-30,Admit,2024-02-20,1
10002791,APP10002791,2024FA,2024-06-23,Admit,2024-06-28,1
10002792,APP10002792,2024FA,2024-03-20,Admit,2024-04-15,1
10002793,APP10002793,2024FA,2024-04-23,Admit,2024-05-11,1
10002794,APP10002794,2025SP,2024-02-09,Admit,2024-02-20,1
10002795,APP10002795,2024FA,2024-06-20,Admit,2024-07-06,1
10002796,APP10002796,2025SP,2024-06-06,Admit,2024-06-25,0
10002797,APP10002797,2024FA,2024-06-04,Admit,2024-06-22,1
10002798,APP10002798,2024FA,2024-01-14,Admit,2024-02-02,1
10002799,APP10002799,2024FA,2024-03-03,Admit,2024-03-28,1
10002800,APP10002800,2025SP,2024-01-01,Admit,2024-01-20,1
10002801,APP10002801,2025SP,2024-03-06,Admit,2024-03-25,1
10002802,APP10002802,2024FA,2024-05-12,Admit,2024-06-06,1
10002803,APP10002803,2024FA,2024-03-15,Admit,2024-03-30,1
10002804,APP10002804,2025SP,2024-02-17,Admit,2024-03-09,1
10002805,APP10002805,2024FA,2024-05-05,Admit,2024-05-25,1
10002806,APP10002806,2025SP,2024-04-17,Admit,2024-05-13,1
10002807,APP10002807,2024FA,2024-06-03,Admit,2024-07-01,0
10002808,APP10002808,2025SP,2024-07-04,Admit,2024-07-22,0
10002809,APP10002809,2024FA,2024-05-23,Admit,2024-05-28,1
10002810,APP10002810,2025SP,2024-03-27,Admit,2024-04-07,1
10002811,APP10002811,2025SP,2024-01-11,Admit,2024-01-23,1
10002812,APP10002812,2024FA,2024-04-03,Admit,2024-04-18,1
10002813,APP10002813,2025SP,2024-06-08,Admit,2024-06-20,1
10002814,APP10002814,2024FA,2024-03-09,Admit,2024-03-28,1
10002815,APP10002815,2025SP,2024-03-19,Admit,2024-04-05,1
10002816,APP10002816,2025SP,2024-01-27,Admit,2024-02-04,1
10002817,APP10002817,2025SP,2024-05-15,Admit,2024-06-10,1
10002818,APP10002818,2024FA,2024-05-22,Admit,2024-06-16,0
10002819,APP10002819,2025SP,2024-05-11,Admit,2024-06-02,1
10002820,APP10002820,2024FA,2024-05-10,Admit,2024-06-01,1
10002821,APP10002821,2024FA,2024-04-25,Admit,2024-05-24,0
10002822,APP10002822,2025SP,2024-06-20,Admit,2024-07-04,1
10002823,APP10002823,2024FA,2024-03-27,Admit,2024-04-13,1
10002824,APP10002824,2024FA,2024-05-01,Admit,2024-05-24,1
10002825,APP10002825,2025SP,2024-06-01,Admit,2024-06-27,0
10002826,APP10002826,2024FA,2024-07-19,Admit,2024-07-27,1
10002827,APP10002827,2024FA,2024-06-21,Admit,2024-07-10,0
10002828,APP10002828,2025SP,2024-01-02,Admit,2024-01-21,0
10002829,APP10002829,2024FA,2024-01-15,Admit,2024-02-03,1
10002830,APP10002830,2024FA,2024-03-22,Admit,2024-04-05,1
10002831,APP10002831,2025SP,2024-06-21,Admit,2024-07-09,1
10002832,APP10002832,2024FA,2024-01-01,Admit,2024-01-06,1
10002833,APP10002833,2024FA,2024-03-30,Admit,2024-04-22,1
10002834,APP10002834,2025SP,2024-06-28,Admit,2024-07-19,1
10002835,APP10002835,2024FA,2024-04-10,Admit,2024-04-30,1
10002836,APP10002836,2024FA,2024-06-24,Admit,2024-07-12,0
10002837,APP10002837,2025SP,2024-07-08,Admit,2024-07-21,1
10002838,APP10002838,2025SP,2024-03-18,Admit,2024-03-30,0
10002839,APP10002839,2024FA,2024-06-27,Admit,2024-07-26,1
10002840,APP10002840,2025SP,2024-04-10,Admit,2024-04-23,1
10002841,APP10002841,2025SP,2024-01-28,Admit,2024-02-09,0
10002842,APP10002842,2025SP,2024-04-13,Admit,2024-05-05,1
10002843,APP10002843,2025SP,2024-03-30,Admit,2024-04-28,0
10002844,APP10002844,2024FA,2024-05-19,Admit,2024-05-24,1
10002845,APP10002845,2025SP,2024-01-31,Admit,2024-02-10,1
10002846,APP10002846,2025SP,2024-04-22,Admit,2024-04-29,1
10002847,APP10002847,2024FA,2024-03-12,Admit,2024-03-27,1
10002848,APP10002848,2024FA,2024-07-18,Admit,2024-08-10,1
10002849,APP10002849,2024FA,2024-04-22,Admit,2024-04-29,1
10002850,APP10002850,2025SP,2024-05-19,Admit,2024-06-02,1
10002851,APP10002851,2025SP,2024-01-16,Admit,2024-02-08,1
10002852,APP10002852,2025SP,2024-04-20,Admit,2024-05-09,1
10002853,APP10002853,2024FA,2024-06-17,Admit,2024-07-16,1
10002854,APP10002854,2024FA,2024-06-01,Admit,2024-06-23,0
10002855,APP10002855,2024FA,2024-01-23,Admit,2024-02-04,0
10002856,APP10002856,2024FA,2024-01-14,Admit,2024-01-23,1
10002857,APP10002857,2024FA,2024-05-07,Admit,2024-06-05,0
10002858,APP10002858,2025SP,2024-04-11,Admit,2024-04-22,1
10002859,APP10002859,2025SP,2024-02-21,Admit,2024-03-10,1
10002860,APP10002860,2025SP,2024-03-27,Admit,2024-04-18,1
10002861,APP10002861,2024FA,2024-01-24,Admit,2024-02-19,0
10002862,APP10002862,2025SP,2024-07-05,Admit,2024-07-30,0
10002863,APP10002863,2024FA,2024-03-05,Admit,2024-03-17,1
10002864,APP10002864,2025SP,2024-05-22,Admit,2024-06-05,0
10002865,APP10002865,2025SP,2024-01-12,Admit,2024-02-09,1
10002866,APP10002866,2024FA,2024-03-22,Admit,2024-04-14,0
10002867,APP10002867,2025SP,2024-06-09,Admit,2024-06-25,1
10002868,APP10002868,2024FA,2024-05-09,Admit,2024-05-28,1
10002869,APP10002869,2025SP,2024-02-21,Admit,2024-02-29,0
10002870,APP10002870,2025SP,2024-06-18,Admit,2024-07-17,1
10002871,APP10002871,2025SP,2024-05-13,Admit,2024-06-11,1
10002872,APP10002872,2025SP,2024-06-16,Admit,2024-06-26,0
10002873,APP10002873,2024FA,2024-03-04,Admit,2024-03-23,0
10002874,APP10002874,2024FA,2024-02-20,Admit,2024-03-21,1
10002875,APP10002875,2025SP,2024-05-11,Admit,2024-06-05,0
10002876,APP10002876,2024FA,2024-04-27,Admit,2024-05-09,1
10002877,APP10002877,2024FA,2024-02-25,Admit,2024-03-03,0
10002878,APP10002878,2025SP,2024-06-09,Admit,2024-06-16,0
10002879,APP10002879,2024FA,2024-03-01,Admit,2024-03-27,1
10002880,APP10002880,2024FA,2024-03-17,Admit,2024-04-11,1
10002881,APP10002881,2025SP,2024-05-08,Admit,2024-05-25,1
10002882,APP10002882,2025SP,2024-07-07,Admit,2024-07-25,1
10002883,APP10002883,2024FA,2024-02-28,Admit,2024-03-27,1
10002884,APP10002884,2025SP,2024-03-17,Admit,2024-04-01,1
10002885,APP10002885,2024FA,2024-04-22,Admit,2024-05-08,1
10002886,APP10002886,2024FA,2024-01-01,Admit,2024-01-21,1
10002887,APP10002887,2025SP,2024-04-28,Admit,2024-05-11,1
10002888,APP10002888,2025SP,2024-03-23,Admit,2024-04-14,1
10002889,APP10002889,2024FA,2024-02-29,Admit,2024-03-11,0
10002890,APP10002890,2024FA,2024-04-24,Admit,2024-05-15,1
10002891,APP10002891,2024FA,2024-02-27,Admit,2024-03-24,1
10002892,APP10002892,2025SP,2024-01-08,Admit,2024-01-15,1
10002893,APP10002893,2025SP,2024-01-08,Admit,2024-02-06,1
10002894,APP10002894,2025SP,2024-02-27,Admit,2024-03-27,1
10002895,APP10002895,2025SP,2024-01-19,Admit,2024-01-31,1
10002896,APP10002896,2024FA,2024-03-07,Admit,2024-04-03,1
10002897,APP10002897,2024FA,2024-06-18,Admit,2024-06-29,1
