student_id,course_section_id,term_id,enrollment_status,grade_letter,grade_points
10000502,PSYC108-2025FA-S01,2025FA,ENROLLED,,
10000502,SOC495-2025FA-S01,2025FA,ENROLLED,,
10000502,CHEM286-2025FA-S03,2025FA,ENROLLED,,
10000502,ECON145-2025FA-S02,2025FA,ENROLLED,,
10000502,HIST254-2025FA-S01,2025FA,ENROLLED,,
10000502,CS441-2025SP-S02,2025SP,COMPLETED,B,3.0
10000502,ART207-2025SP-S01,2025SP,COMPLETED,B-,2.7
10000502,ECON398-2025SP-S01,2025SP,COMPLETED,C,2.0
10000503,SOC495-2025FA-S01,2025FA,ENROLLED,,
10000503,PSYC120-2025FA-S03,2025FA,ENROLLED,,
10000503,STAT192-2025FA-S01,2025FA,ENROLLED,,
10000503,PSYC108-2025FA-S01,2025FA,ENROLLED,,
10000503,PSYC466-2025SP-S01,2025SP,COMPLETED,C+,2.3
10000503,BIO447-2025SP-S01,2025SP,COMPLETED,A,4.0
10000503,CHEM404-2025SP-S01,2025SP,COMPLETED,C+,2.3
10000503,ENG432-2025SP-S01,2025SP,COMPLETED,D,1.0
10000504,BUS119-2025FA-S01,2025FA,ENROLLED,,
10000504,ART152-2025FA-S01,2025FA,ENROLLED,,
10000504,PSYC116-2025FA-S01,2025FA,ENROLLED,,
10000504,SOC317-2025FA-S01,2025FA,ENROLLED,,
10000505,HIST344-2025FA-S01,2025FA,ENROLLED,,
10000505,ECON250-2025FA-S01,2025FA,ENROLLED,,
10000505,CHEM404-2025FA-S01,2025FA,ENROLLED,,
10000505,PSYC240-2025FA-S01,2025FA,ENROLLED,,
10000506,SOC317-2025FA-S01,2025FA,ENROLLED,,
10000506,BIO144-2025FA-S01,2025FA,ENROLLED,,
10000506,PHYS137-2025FA-S03,2025FA,ENROLLED,,
10000506,ART207-2025FA-S01,2025FA,ENROLLED,,
10000506,ART332-2025SP-S02,2025SP,COMPLETED,B,3.0
10000506,CHEM360-2025SP-S01,2025SP,COMPLETED,F,0.0
10000506,ART192-2025SP-S01,2025SP,COMPLETED,B,3.0
10000507,CHEM379-2025FA-S02,2025FA,ENROLLED,,
10000507,PSYC120-2025FA-S02,2025FA,ENROLLED,,
10000507,ECON297-2025FA-S01,2025FA,ENROLLED,,
10000507,CHEM379-2025FA-S03,2025FA,ENROLLED,,
10000508,PHYS419-2025FA-S01,2025FA,ENROLLED,,
10000508,ENG175-2025FA-S01,2025FA,ENROLLED,,
10000508,BUS392-2025FA-S01,2025FA,ENROLLED,,
10000508,BUS106-2025FA-S01,2025FA,ENROLLED,,
10000508,SOC228-2025SP-S01,2025SP,COMPLETED,D,1.0
10000508,BUS119-2025SP-S01,2025SP,COMPLETED,C,2.0
10000508,HIST115-2025SP-S01,2025SP,COMPLETED,B-,2.7
10000509,ART372-2025FA-S01,2025FA,ENROLLED,,
10000509,CS498-2025FA-S02,2025FA,ENROLLED,,
10000509,PSYC108-2025FA-S01,2025FA,ENROLLED,,
10000509,ECON406-2025FA-S02,2025FA,ENROLLED,,
10000510,STAT480-2025FA-S02,2025FA,ENROLLED,,
10000510,SOC312-2025FA-S01,2025FA,ENROLLED,,
10000510,SOC143-2025FA-S01,2025FA,ENROLLED,,
10000510,PHIL104-2025FA-S01,2025FA,ENROLLED,,
10000510,CHEM442-2025SP-S01,2025SP,COMPLETED,C+,2.3
10000510,MATH132-2025SP-S02,2025SP,COMPLETED,F,0.0
10000510,ART332-2025SP-S01,2025SP,COMPLETED,C+,2.3
10000511,STAT268-2025FA-S01,2025FA,ENROLLED,,
10000511,CHEM286-2025FA-S03,2025FA,ENROLLED,,
10000511,BUS301-2025FA-S03,2025FA,ENROLLED,,
10000511,CHEM286-2025FA-S02,2025FA,ENROLLED,,
10000511,ART152-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000511,PSYC212-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000511,PHIL188-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000511,SOC239-2025SP-S01,2025SP,COMPLETED,D,1.0
10000512,ENG287-2025FA-S01,2025FA,ENROLLED,,
10000512,CS377-2025FA-S01,2025FA,ENROLLED,,
10000512,MATH126-2025FA-S01,2025FA,ENROLLED,,
10000512,CHEM181-2025FA-S02,2025FA,ENROLLED,,
10000513,SOC143-2025FA-S03,2025FA,ENROLLED,,
10000513,CHEM286-2025FA-S03,2025FA,ENROLLED,,
10000513,HIST492-2025FA-S01,2025FA,ENROLLED,,
10000513,BUS312-2025FA-S01,2025FA,ENROLLED,,
10000513,SOC436-2025FA-S02,2025FA,ENROLLED,,
10000513,ECON312-2025SP-S01,2025SP,COMPLETED,F,0.0
10000513,SOC436-2025SP-S02,2025SP,COMPLETED,A,4.0
10000513,ENG153-2025SP-S01,2025SP,COMPLETED,D,1.0
10000514,ECON398-2025FA-S01,2025FA,ENROLLED,,
10000514,ART152-2025FA-S01,2025FA,ENROLLED,,
10000514,ENG153-2025FA-S02,2025FA,ENROLLED,,
10000514,HIST344-2025FA-S01,2025FA,ENROLLED,,
10000514,STAT192-2025FA-S01,2025FA,ENROLLED,,
10000514,CS377-2025SP-S03,2025SP,COMPLETED,B+,3.3
10000514,PHIL104-2025SP-S03,2025SP,COMPLETED,B,3.0
10000514,BIO160-2025SP-S01,2025SP,COMPLETED,A,4.0
10000515,CHEM379-2025FA-S03,2025FA,ENROLLED,,
10000515,BUS119-2025FA-S02,2025FA,ENROLLED,,
10000515,HIST407-2025FA-S01,2025FA,ENROLLED,,
10000515,SOC143-2025FA-S01,2025FA,ENROLLED,,
10000515,MATH132-2025SP-S01,2025SP,COMPLETED,C,2.0
10000515,CS441-2025SP-S02,2025SP,COMPLETED,B,3.0
10000515,ART188-2025SP-S01,2025SP,COMPLETED,F,0.0
10000515,MATH197-2025SP-S01,2025SP,COMPLETED,B-,2.7
10000516,CHEM286-2025FA-S01,2025FA,ENROLLED,,
10000516,ART188-2025FA-S01,2025FA,ENROLLED,,
10000516,STAT413-2025FA-S02,2025FA,ENROLLED,,
10000516,CHEM131-2025FA-S01,2025FA,ENROLLED,,
10000517,ECON145-2025FA-S01,2025FA,ENROLLED,,
10000517,STAT480-2025FA-S01,2025FA,ENROLLED,,
10000517,ART372-2025FA-S01,2025FA,ENROLLED,,
10000517,MATH442-2025FA-S01,2025FA,ENROLLED,,
10000517,PHYS137-2025FA-S02,2025FA,ENROLLED,,
10000518,BIO447-2025FA-S02,2025FA,ENROLLED,,
10000518,ENG287-2025FA-S01,2025FA,ENROLLED,,
10000518,PHYS137-2025FA-S02,2025FA,ENROLLED,,
10000518,MATH267-2025FA-S01,2025FA,ENROLLED,,
10000518,BIO493-2025FA-S01,2025FA,ENROLLED,,
10000519,MATH265-2025FA-S01,2025FA,ENROLLED,,
10000519,CHEM181-2025FA-S01,2025FA,ENROLLED,,
10000519,ECON297-2025FA-S01,2025FA,ENROLLED,,
10000519,ECON398-2025FA-S01,2025FA,ENROLLED,,
10000519,PHIL376-2025SP-S01,2025SP,COMPLETED,B+,3.3
10000519,CS377-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000519,PSYC240-2025SP-S01,2025SP,COMPLETED,A,4.0
10000520,PSYC116-2025FA-S02,2025FA,ENROLLED,,
10000520,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10000520,ART123-2025FA-S01,2025FA,ENROLLED,,
10000520,ART207-2025FA-S01,2025FA,ENROLLED,,
10000520,ENG226-2025SP-S03,2025SP,COMPLETED,B,3.0
10000520,SOC317-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000520,MATH422-2025SP-S03,2025SP,COMPLETED,F,0.0
10000521,SOC312-2025FA-S03,2025FA,ENROLLED,,
10000521,STAT413-2025FA-S01,2025FA,ENROLLED,,
10000521,PSYC120-2025FA-S03,2025FA,ENROLLED,,
10000521,ENG432-2025FA-S01,2025FA,ENROLLED,,
10000522,MATH132-2025FA-S01,2025FA,ENROLLED,,
10000522,ECON406-2025FA-S02,2025FA,ENROLLED,,
10000522,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10000522,STAT339-2025FA-S01,2025FA,ENROLLED,,
10000523,PSYC474-2025FA-S01,2025FA,ENROLLED,,
10000523,CS451-2025FA-S01,2025FA,ENROLLED,,
10000523,CHEM442-2025FA-S02,2025FA,ENROLLED,,
10000523,ART323-2025FA-S01,2025FA,ENROLLED,,
10000523,ECON406-2025FA-S01,2025FA,ENROLLED,,
10000524,STAT297-2025FA-S01,2025FA,ENROLLED,,
10000524,SOC228-2025FA-S01,2025FA,ENROLLED,,
10000524,BIO192-2025FA-S01,2025FA,ENROLLED,,
10000524,BIO477-2025FA-S01,2025FA,ENROLLED,,
10000524,CHEM181-2025FA-S01,2025FA,ENROLLED,,
10000525,PSYC120-2025FA-S03,2025FA,ENROLLED,,
10000525,MATH197-2025FA-S01,2025FA,ENROLLED,,
10000525,PHIL376-2025FA-S01,2025FA,ENROLLED,,
10000525,BUS312-2025FA-S01,2025FA,ENROLLED,,
10000526,ECON152-2025FA-S01,2025FA,ENROLLED,,
10000526,ART323-2025FA-S01,2025FA,ENROLLED,,
10000526,ECON406-2025FA-S01,2025FA,ENROLLED,,
10000526,BIO222-2025FA-S01,2025FA,ENROLLED,,
10000527,BIO222-2025FA-S02,2025FA,ENROLLED,,
10000527,SOC143-2025FA-S03,2025FA,ENROLLED,,
10000527,BIO222-2025FA-S01,2025FA,ENROLLED,,
10000527,ENG104-2025FA-S02,2025FA,ENROLLED,,
10000527,CHEM379-2025FA-S03,2025FA,ENROLLED,,
10000527,PHIL104-2025SP-S03,2025SP,COMPLETED,F,0.0
10000527,CS441-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000527,CS451-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000527,SOC143-2025SP-S02,2025SP,COMPLETED,A-,3.7
10000528,ART348-2025FA-S01,2025FA,ENROLLED,,
10000528,BIO192-2025FA-S01,2025FA,ENROLLED,,
10000528,MATH422-2025FA-S01,2025FA,ENROLLED,,
10000528,ECON145-2025FA-S01,2025FA,ENROLLED,,
10000528,CHEM286-2025FA-S03,2025FA,ENROLLED,,
10000528,BIO477-2025SP-S02,2025SP,COMPLETED,C+,2.3
10000528,CHEM181-2025SP-S01,2025SP,COMPLETED,B-,2.7
10000528,STAT192-2025SP-S01,2025SP,COMPLETED,C,2.0
10000529,BUS333-2025FA-S01,2025FA,ENROLLED,,
10000529,PHYS392-2025FA-S01,2025FA,ENROLLED,,
10000529,MATH267-2025FA-S01,2025FA,ENROLLED,,
10000529,PHYS137-2025FA-S03,2025FA,ENROLLED,,
10000530,ART123-2025FA-S01,2025FA,ENROLLED,,
10000530,CHEM286-2025FA-S01,2025FA,ENROLLED,,
10000530,PSYC474-2025FA-S01,2025FA,ENROLLED,,
10000530,ECON406-2025FA-S02,2025FA,ENROLLED,,
10000530,PSYC212-2025FA-S01,2025FA,ENROLLED,,
10000531,PHIL375-2025FA-S01,2025FA,ENROLLED,,
10000531,PSYC108-2025FA-S01,2025FA,ENROLLED,,
10000531,ART207-2025FA-S01,2025FA,ENROLLED,,
10000531,CS365-2025FA-S01,2025FA,ENROLLED,,
10000531,CHEM379-2025FA-S02,2025FA,ENROLLED,,
10000532,CS498-2025FA-S01,2025FA,ENROLLED,,
10000532,SOC239-2025FA-S02,2025FA,ENROLLED,,
10000532,BUS301-2025FA-S02,2025FA,ENROLLED,,
10000532,CHEM131-2025FA-S01,2025FA,ENROLLED,,
10000533,CS342-2025FA-S01,2025FA,ENROLLED,,
10000533,BUS199-2025FA-S01,2025FA,ENROLLED,,
10000533,BUS392-2025FA-S01,2025FA,ENROLLED,,
10000533,STAT413-2025FA-S01,2025FA,ENROLLED,,
10000533,MATH132-2025FA-S01,2025FA,ENROLLED,,
10000533,MATH422-2025SP-S02,2025SP,COMPLETED,C+,2.3
10000533,CHEM404-2025SP-S01,2025SP,COMPLETED,C,2.0
10000533,ART192-2025SP-S02,2025SP,COMPLETED,F,0.0
10000533,CHEM300-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000534,ART164-2025FA-S01,2025FA,ENROLLED,,
10000534,PHYS137-2025FA-S02,2025FA,ENROLLED,,
10000534,CHEM131-2025FA-S01,2025FA,ENROLLED,,
10000534,PHIL104-2025FA-S01,2025FA,ENROLLED,,
10000534,BIO447-2025FA-S01,2025FA,ENROLLED,,
10000535,SOC239-2025FA-S03,2025FA,ENROLLED,,
10000535,CS320-2025FA-S01,2025FA,ENROLLED,,
10000535,BIO447-2025FA-S02,2025FA,ENROLLED,,
10000535,CHEM379-2025FA-S02,2025FA,ENROLLED,,
10000535,CHEM442-2025SP-S01,2025SP,COMPLETED,B,3.0
10000535,HIST254-2025SP-S01,2025SP,COMPLETED,F,0.0
10000535,SOC239-2025SP-S01,2025SP,COMPLETED,B,3.0
10000535,SOC317-2025SP-S01,2025SP,COMPLETED,F,0.0
10000536,CHEM404-2025FA-S01,2025FA,ENROLLED,,
10000536,STAT413-2025FA-S01,2025FA,ENROLLED,,
10000536,ENG432-2025FA-S02,2025FA,ENROLLED,,
10000536,SOC317-2025FA-S01,2025FA,ENROLLED,,
10000536,ART323-2025FA-S01,2025FA,ENROLLED,,
10000537,STAT480-2025FA-S01,2025FA,ENROLLED,,
10000537,BIO222-2025FA-S02,2025FA,ENROLLED,,
10000537,BUS433-2025FA-S01,2025FA,ENROLLED,,
10000537,HIST115-2025FA-S01,2025FA,ENROLLED,,
10000538,PSYC240-2025FA-S03,2025FA,ENROLLED,,
10000538,SOC317-2025FA-S01,2025FA,ENROLLED,,
10000538,ART192-2025FA-S02,2025FA,ENROLLED,,
10000538,ENG104-2025FA-S03,2025FA,ENROLLED,,
10000538,CS441-2025SP-S03,2025SP,COMPLETED,C+,2.3
10000538,ENG287-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000538,SOC143-2025SP-S01,2025SP,COMPLETED,C,2.0
10000539,SOC436-2025FA-S01,2025FA,ENROLLED,,
10000539,SOC312-2025FA-S02,2025FA,ENROLLED,,
10000539,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10000539,MATH197-2025FA-S01,2025FA,ENROLLED,,
10000539,ECON406-2025FA-S03,2025FA,ENROLLED,,
10000539,ART323-2025SP-S01,2025SP,COMPLETED,D,1.0
10000539,ART188-2025SP-S01,2025SP,COMPLETED,A,4.0
10000539,BIO144-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000540,PSYC240-2025FA-S03,2025FA,ENROLLED,,
10000540,BUS301-2025FA-S02,2025FA,ENROLLED,,
10000540,ART123-2025FA-S01,2025FA,ENROLLED,,
10000540,CHEM442-2025FA-S01,2025FA,ENROLLED,,
10000540,MATH387-2025FA-S01,2025FA,ENROLLED,,
10000541,BIO493-2025FA-S01,2025FA,ENROLLED,,
10000541,ENG175-2025FA-S01,2025FA,ENROLLED,,
10000541,BIO192-2025FA-S01,2025FA,ENROLLED,,
10000541,ART152-2025FA-S01,2025FA,ENROLLED,,
10000542,SOC317-2025FA-S01,2025FA,ENROLLED,,
10000542,CHEM181-2025FA-S01,2025FA,ENROLLED,,
10000542,ECON115-2025FA-S01,2025FA,ENROLLED,,
10000542,SOC239-2025FA-S02,2025FA,ENROLLED,,
10000542,ART372-2025SP-S01,2025SP,COMPLETED,B+,3.3
10000542,MATH132-2025SP-S02,2025SP,COMPLETED,A-,3.7
10000542,PSYC240-2025SP-S02,2025SP,COMPLETED,C,2.0
10000542,PSYC240-2025SP-S03,2025SP,COMPLETED,C+,2.3
10000543,PSYC120-2025FA-S02,2025FA,ENROLLED,,
10000543,ENG104-2025FA-S01,2025FA,ENROLLED,,
10000543,BUS119-2025FA-S02,2025FA,ENROLLED,,
10000543,PHYS301-2025FA-S02,2025FA,ENROLLED,,
10000543,ENG153-2025FA-S01,2025FA,ENROLLED,,
10000543,MATH387-2025SP-S01,2025SP,COMPLETED,C,2.0
10000543,ART372-2025SP-S01,2025SP,COMPLETED,B-,2.7
10000543,STAT413-2025SP-S01,2025SP,COMPLETED,B-,2.7
10000543,ENG153-2025SP-S02,2025SP,COMPLETED,F,0.0
10000544,PHYS250-2025FA-S01,2025FA,ENROLLED,,
10000544,ECON406-2025FA-S02,2025FA,ENROLLED,,
10000544,STAT413-2025FA-S01,2025FA,ENROLLED,,
10000544,ENG104-2025FA-S01,2025FA,ENROLLED,,
10000544,PSYC240-2025FA-S01,2025FA,ENROLLED,,
10000544,CHEM442-2025SP-S01,2025SP,COMPLETED,B+,3.3
10000544,CS438-2025SP-S03,2025SP,COMPLETED,B,3.0
10000544,SOC436-2025SP-S02,2025SP,COMPLETED,B,3.0
10000545,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10000545,BIO447-2025FA-S01,2025FA,ENROLLED,,
10000545,SOC317-2025FA-S01,2025FA,ENROLLED,,
10000545,MATH126-2025FA-S01,2025FA,ENROLLED,,
10000546,ENG104-2025FA-S01,2025FA,ENROLLED,,
10000546,BIO256-2025FA-S01,2025FA,ENROLLED,,
10000546,BIO477-2025FA-S01,2025FA,ENROLLED,,
10000546,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10000547,ECON250-2025FA-S01,2025FA,ENROLLED,,
10000547,SOC495-2025FA-S02,2025FA,ENROLLED,,
10000547,PSYC212-2025FA-S01,2025FA,ENROLLED,,
10000547,CS451-2025FA-S01,2025FA,ENROLLED,,
10000548,MATH422-2025FA-S02,2025FA,ENROLLED,,
10000548,ENG287-2025FA-S01,2025FA,ENROLLED,,
10000548,ECON115-2025FA-S01,2025FA,ENROLLED,,
10000548,ART192-2025FA-S01,2025FA,ENROLLED,,
10000548,ART192-2025SP-S01,2025SP,COMPLETED,B+,3.3
10000548,STAT297-2025SP-S01,2025SP,COMPLETED,C+,2.3
10000548,ART207-2025SP-S01,2025SP,COMPLETED,D,1.0
10000549,ART372-2025FA-S01,2025FA,ENROLLED,,
10000549,PSYC116-2025FA-S01,2025FA,ENROLLED,,
10000549,ART152-2025FA-S01,2025FA,ENROLLED,,
10000549,HIST344-2025FA-S01,2025FA,ENROLLED,,
10000549,PHIL134-2025SP-S01,2025SP,COMPLETED,B+,3.3
10000549,ECON152-2025SP-S01,2025SP,COMPLETED,C,2.0
10000549,ART123-2025SP-S01,2025SP,COMPLETED,A,4.0
10000550,MATH422-2025FA-S01,2025FA,ENROLLED,,
10000550,PSYC466-2025FA-S01,2025FA,ENROLLED,,
10000550,ENG432-2025FA-S01,2025FA,ENROLLED,,
10000550,BIO144-2025FA-S01,2025FA,ENROLLED,,
10000550,SOC495-2025FA-S01,2025FA,ENROLLED,,
10000550,CS342-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000550,CHEM190-2025SP-S01,2025SP,COMPLETED,B+,3.3
10000550,SOC488-2025SP-S01,2025SP,COMPLETED,F,0.0
10000551,CS291-2025FA-S01,2025FA,ENROLLED,,
10000551,BIO222-2025FA-S01,2025FA,ENROLLED,,
10000551,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10000551,PSYC116-2025FA-S02,2025FA,ENROLLED,,
10000551,CHEM300-2025FA-S01,2025FA,ENROLLED,,
10000552,HIST269-2025FA-S01,2025FA,ENROLLED,,
10000552,CS342-2025FA-S01,2025FA,ENROLLED,,
10000552,ART192-2025FA-S01,2025FA,ENROLLED,,
10000552,PSYC120-2025FA-S03,2025FA,ENROLLED,,
10000552,STAT413-2025FA-S02,2025FA,ENROLLED,,
10000553,SOC239-2025FA-S01,2025FA,ENROLLED,,
10000553,SOC317-2025FA-S01,2025FA,ENROLLED,,
10000553,CHEM181-2025FA-S01,2025FA,ENROLLED,,
10000553,ENG226-2025FA-S01,2025FA,ENROLLED,,
10000554,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10000554,SOC228-2025FA-S01,2025FA,ENROLLED,,
10000554,MATH442-2025FA-S02,2025FA,ENROLLED,,
10000554,SOC143-2025FA-S03,2025FA,ENROLLED,,
10000555,CHEM286-2025FA-S03,2025FA,ENROLLED,,
10000555,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10000555,BIO144-2025FA-S01,2025FA,ENROLLED,,
10000555,SOC317-2025FA-S01,2025FA,ENROLLED,,
10000556,ECON312-2025FA-S01,2025FA,ENROLLED,,
10000556,ENG153-2025FA-S02,2025FA,ENROLLED,,
10000556,SOC495-2025FA-S02,2025FA,ENROLLED,,
10000556,CHEM442-2025FA-S03,2025FA,ENROLLED,,
10000556,SOC436-2025SP-S01,2025SP,COMPLETED,B+,3.3
10000556,SOC436-2025SP-S02,2025SP,COMPLETED,B+,3.3
10000556,ART207-2025SP-S02,2025SP,COMPLETED,A-,3.7
10000557,PHIL104-2025FA-S01,2025FA,ENROLLED,,
10000557,PSYC116-2025FA-S01,2025FA,ENROLLED,,
10000557,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10000557,SOC239-2025FA-S02,2025FA,ENROLLED,,
10000557,BIO447-2025FA-S02,2025FA,ENROLLED,,
10000558,SOC436-2025FA-S01,2025FA,ENROLLED,,
10000558,MATH387-2025FA-S01,2025FA,ENROLLED,,
10000558,MATH422-2025FA-S02,2025FA,ENROLLED,,
10000558,PHYS301-2025FA-S01,2025FA,ENROLLED,,
10000558,BIO477-2025SP-S01,2025SP,COMPLETED,C,2.0
10000558,ENG226-2025SP-S02,2025SP,COMPLETED,B+,3.3
10000558,BUS392-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000559,PSYC108-2025FA-S01,2025FA,ENROLLED,,
10000559,ART152-2025FA-S01,2025FA,ENROLLED,,
10000559,ECON152-2025FA-S01,2025FA,ENROLLED,,
10000559,ART332-2025FA-S01,2025FA,ENROLLED,,
10000559,SOC143-2025FA-S02,2025FA,ENROLLED,,
10000559,BIO144-2025SP-S01,2025SP,COMPLETED,C,2.0
10000559,ENG153-2025SP-S02,2025SP,COMPLETED,F,0.0
10000559,BIO113-2025SP-S01,2025SP,COMPLETED,C,2.0
10000560,SOC239-2025FA-S03,2025FA,ENROLLED,,
10000560,ART332-2025FA-S02,2025FA,ENROLLED,,
10000560,ART192-2025FA-S02,2025FA,ENROLLED,,
10000560,ECON145-2025FA-S01,2025FA,ENROLLED,,
10000561,CHEM379-2025FA-S03,2025FA,ENROLLED,,
10000561,ECON312-2025FA-S01,2025FA,ENROLLED,,
10000561,SOC488-2025FA-S01,2025FA,ENROLLED,,
10000561,CS291-2025FA-S01,2025FA,ENROLLED,,
10000561,CHEM300-2025FA-S01,2025FA,ENROLLED,,
10000562,MATH422-2025FA-S01,2025FA,ENROLLED,,
10000562,ENG175-2025FA-S01,2025FA,ENROLLED,,
10000562,BUS106-2025FA-S02,2025FA,ENROLLED,,
10000562,PHYS250-2025FA-S01,2025FA,ENROLLED,,
10000562,BIO493-2025SP-S03,2025SP,COMPLETED,F,0.0
10000562,STAT480-2025SP-S01,2025SP,COMPLETED,A,4.0
10000562,MATH442-2025SP-S02,2025SP,COMPLETED,B,3.0
10000562,BIO192-2025SP-S01,2025SP,COMPLETED,C+,2.3
10000563,CS498-2025FA-S01,2025FA,ENROLLED,,
10000563,BIO113-2025FA-S01,2025FA,ENROLLED,,
10000563,MATH197-2025FA-S01,2025FA,ENROLLED,,
10000563,CS342-2025FA-S01,2025FA,ENROLLED,,
10000563,ENG287-2025FA-S01,2025FA,ENROLLED,,
10000564,CS291-2025FA-S01,2025FA,ENROLLED,,
10000564,SOC312-2025FA-S03,2025FA,ENROLLED,,
10000564,ENG226-2025FA-S01,2025FA,ENROLLED,,
10000564,ENG287-2025FA-S01,2025FA,ENROLLED,,
10000564,CS365-2025FA-S01,2025FA,ENROLLED,,
10000565,MATH422-2025FA-S01,2025FA,ENROLLED,,
10000565,BUS199-2025FA-S01,2025FA,ENROLLED,,
10000565,PHYS137-2025FA-S03,2025FA,ENROLLED,,
10000565,ART192-2025FA-S02,2025FA,ENROLLED,,
10000565,CHEM131-2025SP-S01,2025SP,COMPLETED,C,2.0
10000565,HIST269-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000565,PHIL104-2025SP-S02,2025SP,COMPLETED,A-,3.7
10000566,STAT413-2025FA-S01,2025FA,ENROLLED,,
10000566,ECON250-2025FA-S01,2025FA,ENROLLED,,
10000566,PHYS392-2025FA-S01,2025FA,ENROLLED,,
10000566,MATH197-2025FA-S01,2025FA,ENROLLED,,
10000566,PHYS301-2025FA-S02,2025FA,ENROLLED,,
10000566,ECON255-2025SP-S01,2025SP,COMPLETED,B-,2.7
10000566,ART332-2025SP-S01,2025SP,COMPLETED,B+,3.3
10000566,ART316-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000566,STAT297-2025SP-S01,2025SP,COMPLETED,F,0.0
10000567,PSYC120-2025FA-S02,2025FA,ENROLLED,,
10000567,ART164-2025FA-S01,2025FA,ENROLLED,,
10000567,BIO144-2025FA-S01,2025FA,ENROLLED,,
10000567,ART372-2025FA-S01,2025FA,ENROLLED,,
10000568,CS241-2025FA-S01,2025FA,ENROLLED,,
10000568,ECON250-2025FA-S01,2025FA,ENROLLED,,
10000568,SOC239-2025FA-S03,2025FA,ENROLLED,,
10000568,CS377-2025FA-S01,2025FA,ENROLLED,,
10000568,HIST115-2025SP-S01,2025SP,COMPLETED,C,2.0
10000568,STAT426-2025SP-S02,2025SP,COMPLETED,B-,2.7
10000568,BIO144-2025SP-S01,2025SP,COMPLETED,B+,3.3
10000569,ART332-2025FA-S01,2025FA,ENROLLED,,
10000569,CS451-2025FA-S01,2025FA,ENROLLED,,
10000569,CHEM379-2025FA-S02,2025FA,ENROLLED,,
10000569,SOC495-2025FA-S01,2025FA,ENROLLED,,
10000569,PHYS326-2025SP-S01,2025SP,COMPLETED,A-,3.7
10000569,STAT426-2025SP-S01,2025SP,COMPLETED,D,1.0
10000569,ECON115-2025SP-S01,2025SP,COMPLETED,B-,2.7
10000570,CS498-2025FA-S02,2025FA,ENROLLED,,
10000570,ECON145-2025FA-S01,2025FA,ENROLLED,,
10000570,PHIL375-2025FA-S01,2025FA,ENROLLED,,
10000570,SOC436-2025FA-S01,2025FA,ENROLLED,,
10000570,CS365-2025FA-S01,2025FA,ENROLLED,,
10000571,STAT480-2025FA-S01,2025FA,ENROLLED,,
10000571,ART192-2025FA-S03,2025FA,ENROLLED,,
10000571,ECON250-2025FA-S01,2025FA,ENROLLED,,
10000571,PSYC240-2025FA-S02,2025FA,ENROLLED,,
10000572,BUS301-2025FA-S01,2025FA,ENROLLED,,
10000572,CS365-2025FA-S01,2025FA,ENROLLED,,
10000572,BUS370-2025FA-S01,2025FA,ENROLLED,,
10000572,CHEM190-2025FA-S01,2025FA,ENROLLED,,
10000573,PSYC116-2025FA-S02,2025FA,ENROLLED,,
10000573,CHEM442-2025FA-S01,2025FA,ENROLLED,,
10000573,BUS433-2025FA-S01,2025FA,ENROLLED,,
10000573,PSYC120-2025FA-S01,2025FA,ENROLLED,,
10000573,BIO144-2025SP-S01,2025SP,COMPLETED,F,0.0
10000573,STAT480-2025SP-S01,2025SP,COMPLETED,B-,2.7
10000573,MATH422-2025SP-S02,2025SP,COMPLETED,C+,2.3
10000573,PSYC251-2025SP-S02,2025SP,COMPLETED,A-,3.7
10000574,HIST407-2025FA-S01,2025FA,ENROLLED,,
10000574,BUS301-2025FA-S01,2025FA,ENROLLED,,
10000574,BUS252-2025FA-S01,2025FA,ENROLLED,,
10000574,SOC239-2025FA-S02,2025FA,ENROLLED,,
10000574,BUS119-2025FA-S03,2025FA,ENROLLED,,
10000575,ENG287-2025FA-S01,2025FA,ENROLLED,,
10000575,CS241-2025FA-S01,2025FA,ENROLLED,,
10000575,BIO144-2025FA-S01,2025FA,ENROLLED,,
10000575,CHEM181-2025FA-S02,2025FA,ENROLLED,,
10000576,ECON398-2025FA-S01,2025FA,ENROLLED,,
