transaction_id,student_id,term_id,trans_dt,trans_type,amount,method
TX000001226,10000294,2025FA,2025-09-01,PAYMENT,641,CASH
TX000001227,10000294,2025FA,2025-08-28,CHARGE,5394,BILLING
TX000001228,10000294,2025SP,2025-02-01,PAYMENT,1626,ACH
TX000001229,10000294,2025SP,2025-02-01,PAYMENT,484,ACH
TX000001230,10000294,2025SP,2025-01-20,CHARGE,3519,BILLING
TX000001231,10000295,2025FA,2025-09-01,PAYMENT,520,ACH
TX000001232,10000295,2025FA,2025-08-28,CHARGE,8756,BILLING
TX000001233,10000296,2025FA,2025-09-01,PAYMENT,1104,CARD
TX000001234,10000296,2025FA,2025-09-01,PAYMENT,1321,CASH
TX000001235,10000296,2025FA,2025-08-28,CHARGE,6551,BILLING
TX000001236,10000296,2025SP,2025-02-01,PAYMENT,590,ACH
TX000001237,10000296,2025SP,2025-02-01,PAYMENT,947,CARD
TX000001238,10000296,2025SP,2025-01-20,CHARGE,4358,BILLING
TX000001239,10000297,2025FA,2025-09-01,PAYMENT,891,ACH
TX000001240,10000297,2025FA,2025-08-28,CHARGE,5282,BILLING
TX000001241,10000298,2025FA,2025-09-01,PAYMENT,295,CARD
TX000001242,10000298,2025FA,2025-08-28,CHARGE,5443,BILLING
TX000001243,10000299,2025FA,2025-09-01,PAYMENT,1589,CASH
TX000001244,10000299,2025FA,2025-09-01,PAYMENT,1541,ACH
TX000001245,10000299,2025FA,2025-08-28,CHARGE,6686,BILLING
TX000001246,10000300,2025FA,2025-09-01,PAYMENT,1054,CARD
TX000001247,10000300,2025FA,2025-09-01,PAYMENT,547,CARD
TX000001248,10000300,2025FA,2025-09-01,PAYMENT,1663,CASH
TX000001249,10000300,2025FA,2025-08-28,CHARGE,5708,BILLING
TX000001250,10000301,2025FA,2025-09-01,PAYMENT,847,CARD
TX000001251,10000301,2025FA,2025-09-01,PAYMENT,1052,CARD
TX000001252,10000301,2025FA,2025-08-28,CHARGE,4842,BILLING
TX000001253,10000302,2025FA,2025-09-01,PAYMENT,1088,CASH
TX000001254,10000302,2025FA,2025-09-01,PAYMENT,309,ACH
TX000001255,10000302,2025FA,2025-08-28,CHARGE,8815,BILLING
TX000001256,10000303,2025FA,2025-09-01,PAYMENT,1741,CARD
TX000001257,10000303,2025FA,2025-08-28,CHARGE,10030,BILLING
TX000001258,10000304,2025FA,2025-09-01,PAYMENT,1130,CARD
TX000001259,10000304,2025FA,2025-09-01,PAYMENT,1486,CASH
TX000001260,10000304,2025FA,2025-08-28,CHARGE,9871,BILLING
TX000001261,10000305,2025FA,2025-09-01,PAYMENT,1443,CASH
TX000001262,10000305,2025FA,2025-08-28,CHARGE,4347,BILLING
TX000001263,10000306,2025FA,2025-09-01,PAYMENT,771,CARD
TX000001264,10000306,2025FA,2025-09-01,PAYMENT,1019,CARD
TX000001265,10000306,2025FA,2025-08-28,CHARGE,5459,BILLING
TX000001266,10000307,2025FA,2025-09-01,PAYMENT,328,ACH
TX000001267,10000307,2025FA,2025-09-01,PAYMENT,207,CASH
TX000001268,10000307,2025FA,2025-09-01,PAYMENT,504,CASH
TX000001269,10000307,2025FA,2025-08-28,CHARGE,6113,BILLING
TX000001270,10000308,2025FA,2025-09-01,PAYMENT,800,ACH
TX000001271,10000308,2025FA,2025-09-01,PAYMENT,391,ACH
TX000001272,10000308,2025FA,2025-08-28,CHARGE,8775,BILLING
TX000001273,10000309,2025FA,2025-09-01,PAYMENT,1873,ACH
TX000001274,10000309,2025FA,2025-08-28,CHARGE,5540,BILLING
TX000001275,10000309,2025SP,2025-02-01,PAYMENT,684,CARD
TX000001276,10000309,2025SP,2025-02-01,PAYMENT,1981,CARD
TX000001277,10000309,2025SP,2025-02-01,PAYMENT,1471,CARD
TX000001278,10000309,2025SP,2025-01-20,CHARGE,5559,BILLING
TX000001279,10000310,2025FA,2025-09-01,PAYMENT,465,ACH
TX000001280,10000310,2025FA,2025-09-01,PAYMENT,1555,CARD
TX000001281,10000310,2025FA,2025-09-01,PAYMENT,1699,ACH
TX000001282,10000310,2025FA,2025-08-28,CHARGE,4486,BILLING
TX000001283,10000311,2025FA,2025-09-01,PAYMENT,258,ACH
TX000001284,10000311,2025FA,2025-09-01,PAYMENT,809,CARD
TX000001285,10000311,2025FA,2025-09-01,PAYMENT,1167,CASH
TX000001286,10000311,2025FA,2025-08-28,CHARGE,5242,BILLING
TX000001287,10000312,2025FA,2025-09-01,PAYMENT,1158,CASH
TX000001288,10000312,2025FA,2025-09-01,PAYMENT,1549,CASH
TX000001289,10000312,2025FA,2025-08-28,CHARGE,4417,BILLING
TX000001290,10000312,2025SP,2025-02-01,PAYMENT,1934,CARD
TX000001291,10000312,2025SP,2025-02-01,PAYMENT,1704,CASH
TX000001292,10000312,2025SP,2025-01-20,CHARGE,7914,BILLING
TX000001293,10000313,2025FA,2025-09-01,PAYMENT,1950,CASH
TX000001294,10000313,2025FA,2025-08-28,CHARGE,6611,BILLING
TX000001295,10000314,2025FA,2025-09-01,PAYMENT,1373,CASH
TX000001296,10000314,2025FA,2025-08-28,CHARGE,10548,BILLING
TX000001297,10000315,2025FA,2025-09-01,PAYMENT,1402,CASH
TX000001298,10000315,2025FA,2025-09-01,PAYMENT,1205,ACH
TX000001299,10000315,2025FA,2025-08-28,CHARGE,4831,BILLING
TX000001300,10000316,2025FA,2025-09-01,PAYMENT,1775,ACH
TX000001301,10000316,2025FA,2025-09-01,PAYMENT,285,CASH
TX000001302,10000316,2025FA,2025-09-01,PAYMENT,1114,CARD
TX000001303,10000316,2025FA,2025-08-28,CHARGE,9252,BILLING
TX000001304,10000317,2025FA,2025-09-01,PAYMENT,973,CARD
TX000001305,10000317,2025FA,2025-08-28,CHARGE,5136,BILLING
TX000001306,10000318,2025FA,2025-09-01,PAYMENT,336,ACH
TX000001307,10000318,2025FA,2025-09-01,PAYMENT,1061,CASH
TX000001308,10000318,2025FA,2025-09-01,PAYMENT,573,CASH
TX000001309,10000318,2025FA,2025-08-28,CHARGE,10502,BILLING
TX000001310,10000318,2025SP,2025-02-01,PAYMENT,1620,CARD
TX000001311,10000318,2025SP,2025-02-01,PAYMENT,1274,ACH
TX000001312,10000318,2025SP,2025-02-01,PAYMENT,537,CASH
TX000001313,10000318,2025SP,2025-01-20,CHARGE,6816,BILLING
TX000001314,10000319,2025FA,2025-09-01,PAYMENT,762,CARD
TX000001315,10000319,2025FA,2025-09-01,PAYMENT,803,CARD
TX000001316,10000319,2025FA,2025-08-28,CHARGE,7907,BILLING
TX000001317,10000320,2025FA,2025-09-01,PAYMENT,892,CASH
TX000001318,10000320,2025FA,2025-08-28,CHARGE,6110,BILLING
TX000001319,10000320,2025SP,2025-02-01,PAYMENT,256,CARD
TX000001320,10000320,2025SP,2025-01-20,CHARGE,3403,BILLING
TX000001321,10000321,2025FA,2025-09-01,PAYMENT,570,ACH
TX000001322,10000321,2025FA,2025-09-01,PAYMENT,254,CASH
TX000001323,10000321,2025FA,2025-08-28,CHARGE,9369,BILLING
TX000001324,10000322,2025FA,2025-09-01,PAYMENT,377,ACH
TX000001325,10000322,2025FA,2025-08-28,CHARGE,6134,BILLING
TX000001326,10000323,2025FA,2025-09-01,PAYMENT,1030,CASH
TX000001327,10000323,2025FA,2025-09-01,PAYMENT,1310,CARD
TX000001328,10000323,2025FA,2025-08-28,CHARGE,4933,BILLING
TX000001329,10000323,2025SP,2025-02-01,PAYMENT,1896,ACH
TX000001330,10000323,2025SP,2025-01-20,CHARGE,4873,BILLING
TX000001331,10000324,2025FA,2025-09-01,PAYMENT,241,ACH
TX000001332,10000324,2025FA,2025-09-01,PAYMENT,235,CASH
TX000001333,10000324,2025FA,2025-09-01,PAYMENT,1815,CARD
TX000001334,10000324,2025FA,2025-08-28,CHARGE,5544,BILLING
TX000001335,10000324,2025SP,2025-02-01,PAYMENT,1072,ACH
TX000001336,10000324,2025SP,2025-02-01,PAYMENT,1707,CASH
TX000001337,10000324,2025SP,2025-01-20,CHARGE,7296,BILLING
TX000001338,10000325,2025FA,2025-09-01,PAYMENT,1668,CARD
TX000001339,10000325,2025FA,2025-08-28,CHARGE,10684,BILLING
TX000001340,10000326,2025FA,2025-09-01,PAYMENT,1828,CASH
TX000001341,10000326,2025FA,2025-09-01,PAYMENT,1905,ACH
TX000001342,10000326,2025FA,2025-08-28,CHARGE,8766,BILLING
TX000001343,10000326,2025SP,2025-02-01,PAYMENT,1638,CARD
TX000001344,10000326,2025SP,2025-02-01,PAYMENT,760,ACH
TX000001345,10000326,2025SP,2025-02-01,PAYMENT,575,CARD
TX000001346,10000326,2025SP,2025-01-20,CHARGE,4664,BILLING
TX000001347,10000327,2025FA,2025-09-01,PAYMENT,1664,CARD
TX000001348,10000327,2025FA,2025-09-01,PAYMENT,1488,CASH
TX000001349,10000327,2025FA,2025-08-28,CHARGE,6313,BILLING
TX000001350,10000327,2025SP,2025-02-01,PAYMENT,1189,ACH
TX000001351,10000327,2025SP,2025-01-20,CHARGE,4353,BILLING
TX000001352,10000328,2025FA,2025-09-01,PAYMENT,1673,CARD
TX000001353,10000328,2025FA,2025-09-01,PAYMENT,1864,ACH
TX000001354,10000328,2025FA,2025-09-01,PAYMENT,699,ACH
TX000001355,10000328,2025FA,2025-08-28,CHARGE,8047,BILLING
TX000001356,10000328,2025SP,2025-02-01,PAYMENT,375,CASH
TX000001357,10000328,2025SP,2025-02-01,PAYMENT,497,CARD
TX000001358,10000328,2025SP,2025-01-20,CHARGE,8647,BILLING
TX000001359,10000329,2025FA,2025-09-01,PAYMENT,489,CARD
TX000001360,10000329,2025FA,2025-09-01,PAYMENT,1012,CASH
TX000001361,10000329,2025FA,2025-09-01,PAYMENT,1108,CARD
TX000001362,10000329,2025FA,2025-08-28,CHARGE,4857,BILLING
TX000001363,10000329,2025SP,2025-02-01,PAYMENT,1782,CARD
TX000001364,10000329,2025SP,2025-01-20,CHARGE,3747,BILLING
TX000001365,10000330,2025FA,2025-09-01,PAYMENT,1565,ACH
TX000001366,10000330,2025FA,2025-08-28,CHARGE,4526,BILLING
TX000001367,10000331,2025FA,2025-09-01,PAYMENT,458,CARD
TX000001368,10000331,2025FA,2025-09-01,PAYMENT,1854,ACH
TX000001369,10000331,2025FA,2025-09-01,PAYMENT,946,CARD
TX000001370,10000331,2025FA,2025-08-28,CHARGE,8722,BILLING
TX000001371,10000331,2025SP,2025-02-01,PAYMENT,1065,CASH
TX000001372,10000331,2025SP,2025-02-01,PAYMENT,695,CARD
TX000001373,10000331,2025SP,2025-01-20,CHARGE,4786,BILLING
TX000001374,10000332,2025FA,2025-09-01,PAYMENT,514,CASH
TX000001375,10000332,2025FA,2025-09-01,PAYMENT,1600,CASH
TX000001376,10000332,2025FA,2025-09-01,PAYMENT,623,CASH
TX000001377,10000332,2025FA,2025-08-28,CHARGE,5246,BILLING
TX000001378,10000333,2025FA,2025-09-01,PAYMENT,1793,ACH
TX000001379,10000333,2025FA,2025-09-01,PAYMENT,1135,CARD
TX000001380,10000333,2025FA,2025-09-01,PAYMENT,1960,CASH
TX000001381,10000333,2025FA,2025-08-28,CHARGE,5515,BILLING
TX000001382,10000334,2025FA,2025-09-01,PAYMENT,201,CARD
TX000001383,10000334,2025FA,2025-09-01,PAYMENT,1414,CARD
TX000001384,10000334,2025FA,2025-09-01,PAYMENT,283,CASH
TX000001385,10000334,2025FA,2025-08-28,CHARGE,4883,BILLING
TX000001386,10000334,2025SP,2025-02-01,PAYMENT,1072,CASH
TX000001387,10000334,2025SP,2025-02-01,PAYMENT,530,CASH
TX000001388,10000334,2025SP,2025-01-20,CHARGE,4402,BILLING
TX000001389,10000335,2025FA,2025-09-01,PAYMENT,1296,CASH
TX000001390,10000335,2025FA,2025-09-01,PAYMENT,984,CASH
TX000001391,10000335,2025FA,2025-08-28,CHARGE,4685,BILLING
TX000001392,10000335,2025SP,2025-02-01,PAYMENT,887,ACH
TX000001393,10000335,2025SP,2025-02-01,PAYMENT,635,CASH
TX000001394,10000335,2025SP,2025-01-20,CHARGE,4350,BILLING
TX000001395,10000336,2025FA,2025-09-01,PAYMENT,416,CARD
TX000001396,10000336,2025FA,2025-09-01,PAYMENT,1268,ACH
TX000001397,10000336,2025FA,2025-08-28,CHARGE,7287,BILLING
TX000001398,10000337,2025FA,2025-09-01,PAYMENT,1421,ACH
TX000001399,10000337,2025FA,2025-09-01,PAYMENT,1720,CARD
TX000001400,10000337,2025FA,2025-08-28,CHARGE,9299,BILLING
TX000001401,10000338,2025FA,2025-09-01,PAYMENT,1208,CARD
TX000001402,10000338,2025FA,2025-09-01,PAYMENT,631,CARD
TX000001403,10000338,2025FA,2025-09-01,PAYMENT,1673,CARD
TX000001404,10000338,2025FA,2025-08-28,CHARGE,5089,BILLING
TX000001405,10000338,2025SP,2025-02-01,PAYMENT,468,ACH
TX000001406,10000338,2025SP,2025-01-20,CHARGE,4095,BILLING
TX000001407,10000339,2025FA,2025-09-01,PAYMENT,1724,ACH
TX000001408,10000339,2025FA,2025-09-01,PAYMENT,688,CARD
TX000001409,10000339,2025FA,2025-09-01,PAYMENT,773,ACH
TX000001410,10000339,2025FA,2025-08-28,CHARGE,4674,BILLING
TX000001411,10000340,2025FA,2025-09-01,PAYMENT,1684,ACH
TX000001412,10000340,2025FA,2025-09-01,PAYMENT,1433,CARD
TX000001413,10000340,2025FA,2025-08-28,CHARGE,4419,BILLING
TX000001414,10000340,2025SP,2025-02-01,PAYMENT,829,CASH
TX000001415,10000340,2025SP,2025-02-01,PAYMENT,602,CARD
TX000001416,10000340,2025SP,2025-01-20,CHARGE,3989,BILLING
TX000001417,10000341,2025FA,2025-09-01,PAYMENT,1276,CASH
TX000001418,10000341,2025FA,2025-09-01,PAYMENT,826,ACH
TX000001419,10000341,2025FA,2025-08-28,CHARGE,4701,BILLING
TX000001420,10000342,2025FA,2025-09-01,PAYMENT,491,CASH
TX000001421,10000342,2025FA,2025-08-28,CHARGE,4924,BILLING
TX000001422,10000342,2025SP,2025-02-01,PAYMENT,1599,CASH
TX000001423,10000342,2025SP,2025-02-01,PAYMENT,604,CARD
TX000001424,10000342,2025SP,2025-01-20,CHARGE,4662,BILLING
TX000001425,10000343,2025FA,2025-09-01,PAYMENT,797,CASH
TX000001426,10000343,2025FA,2025-09-01,PAYMENT,752,CARD
TX000001427,10000343,2025FA,2025-09-01,PAYMENT,430,ACH
TX000001428,10000343,2025FA,2025-08-28,CHARGE,4781,BILLING
TX000001429,10000344,2025FA,2025-09-01,PAYMENT,604,CASH
TX000001430,10000344,2025FA,2025-09-01,PAYMENT,473,ACH
TX000001431,10000344,2025FA,2025-08-28,CHARGE,6184,BILLING
TX000001432,10000345,2025FA,2025-09-01,PAYMENT,1979,CASH
TX000001433,10000345,2025FA,2025-09-01,PAYMENT,444,ACH
TX000001434,10000345,2025FA,2025-08-28,CHARGE,11275,BILLING
TX000001435,10000345,2025SP,2025-02-01,PAYMENT,565,ACH
TX000001436,10000345,2025SP,2025-02-01,PAYMENT,1262,CARD
TX000001437,10000345,2025SP,2025-02-01,PAYMENT,1331,CASH
TX000001438,10000345,2025SP,2025-01-20,CHARGE,3724,BILLING
TX000001439,10000346,2025FA,2025-09-01,PAYMENT,625,CARD
TX000001440,10000346,2025FA,2025-08-28,CHARGE,8550,BILLING
TX000001441,10000346,2025SP,2025-02-01,PAYMENT,1802,CASH
TX000001442,10000346,2025SP,2025-01-20,CHARGE,4365,BILLING
TX000001443,10000347,2025FA,2025-09-01,PAYMENT,1034,ACH
TX000001444,10000347,2025FA,2025-09-01,PAYMENT,1487,CARD
TX000001445,10000347,2025FA,2025-08-28,CHARGE,5003,BILLING
TX000001446,10000347,2025SP,2025-02-01,PAYMENT,1625,CARD
TX000001447,10000347,2025SP,2025-02-01,PAYMENT,1985,CARD
TX000001448,10000347,2025SP,2025-02-01,PAYMENT,1638,ACH
TX000001449,10000347,2025SP,2025-01-20,CHARGE,4349,BILLING
TX000001450,10000348,2025FA,2025-09-01,PAYMENT,1971,CASH
TX000001451,10000348,2025FA,2025-09-01,PAYMENT,653,CARD
TX000001452,10000348,2025FA,2025-08-28,CHARGE,5227,BILLING
TX000001453,10000349,2025FA,2025-09-01,PAYMENT,1616,CARD
TX000001454,10000349,2025FA,2025-09-01,PAYMENT,412,CARD
TX000001455,10000349,2025FA,2025-09-01,PAYMENT,384,CASH
TX000001456,10000349,2025FA,2025-08-28,CHARGE,9461,BILLING
TX000001457,10000350,2025FA,2025-09-01,PAYMENT,1564,CASH
TX000001458,10000350,2025FA,2025-09-01,PAYMENT,1416,ACH
TX000001459,10000350,2025FA,2025-08-28,CHARGE,6545,BILLING
TX000001460,10000350,2025SP,2025-02-01,PAYMENT,593,CARD
TX000001461,10000350,2025SP,2025-02-01,PAYMENT,940,CARD
TX000001462,10000350,2025SP,2025-01-20,CHARGE,4703,BILLING
TX000001463,10000351,2025FA,2025-09-01,PAYMENT,770,CARD
TX000001464,10000351,2025FA,2025-09-01,PAYMENT,556,CARD
TX000001465,10000351,2025FA,2025-08-28,CHARGE,4906,BILLING
TX000001466,10000352,2025FA,2025-09-01,PAYMENT,1664,CARD
TX000001467,10000352,2025FA,2025-08-28,CHARGE,9983,BILLING
TX000001468,10000353,2025FA,2025-09-01,PAYMENT,397,CARD
TX000001469,10000353,2025FA,2025-08-28,CHARGE,5268,BILLING
TX000001470,10000353,2025SP,2025-02-01,PAYMENT,1865,CASH
TX000001471,10000353,2025SP,2025-02-01,PAYMENT,258,CASH
TX000001472,10000353,2025SP,2025-02-01,PAYMENT,390,ACH
TX000001473,10000353,2025SP,2025-01-20,CHARGE,8099,BILLING
TX000001474,10000354,2025FA,2025-09-01,PAYMENT,1592,CASH
TX000001475,10000354,2025FA,2025-09-01,PAYMENT,533,ACH
TX000001476,10000354,2025FA,2025-08-28,CHARGE,5479,BILLING
TX000001477,10000355,2025FA,2025-09-01,PAYMENT,1969,CARD
TX000001478,10000355,2025FA,2025-09-01,PAYMENT,406,CARD
TX000001479,10000355,2025FA,2025-08-28,CHARGE,10507,BILLING
TX000001480,10000356,2025FA,2025-09-01,PAYMENT,1643,CARD
TX000001481,10000356,2025FA,2025-09-01,PAYMENT,1756,ACH
TX000001482,10000356,2025FA,2025-08-28,CHARGE,9303,BILLING
TX000001483,10000357,2025FA,2025-09-01,PAYMENT,619,CASH
TX000001484,10000357,2025FA,2025-08-28,CHARGE,10764,BILLING
TX000001485,10000357,2025SP,2025-02-01,PAYMENT,1191,CARD
TX000001486,10000357,2025SP,2025-02-01,PAYMENT,734,CASH
TX000001487,10000357,2025SP,2025-02-01,PAYMENT,1017,ACH
TX000001488,10000357,2025SP,2025-01-20,CHARGE,3643,BILLING
TX000001489,10000358,2025FA,2025-09-01,PAYMENT,417,CARD
TX000001490,10000358,2025FA,2025-08-28,CHARGE,9254,BILLING
TX000001491,10000359,2025FA,2025-09-01,PAYMENT,786,CARD
TX000001492,10000359,2025FA,2025-09-01,PAYMENT,1523,CARD
TX000001493,10000359,2025FA,2025-08-28,CHARGE,7957,BILLING
TX000001494,10000360,2025FA,2025-09-01,PAYMENT,527,CASH
TX000001495,10000360,2025FA,2025-08-28,CHARGE,4546,BILLING
TX000001496,10000361,2025FA,2025-09-01,PAYMENT,1816,CARD
TX000001497,10000361,2025FA,2025-09-01,PAYMENT,1445,ACH
TX000001498,10000361,2025FA,2025-09-01,PAYMENT,253,ACH
TX000001499,10000361,2025FA,2025-08-28,CHARGE,6203,BILLING
TX000001500,10000361,2025SP,2025-02-01,PAYMENT,1475,CASH
TX000001501,10000361,2025SP,2025-01-20,CHARGE,3307,BILLING
TX000001502,10000362,2025FA,2025-09-01,PAYMENT,707,CASH
TX000001503,10000362,2025FA,2025-08-28,CHARGE,5415,BILLING
TX000001504,10000363,2025FA,2025-09-01,PAYMENT,1734,ACH
TX000001505,10000363,2025FA,2025-09-01,PAYMENT,1426,CARD
TX000001506,10000363,2025FA,2025-08-28,CHARGE,4881,BILLING
TX000001507,10000363,2025SP,2025-02-01,PAYMENT,661,CASH
TX000001508,10000363,2025SP,2025-02-01,PAYMENT,673,CASH
TX000001509,10000363,2025SP,2025-02-01,PAYMENT,1902,CASH
TX000001510,10000363,2025SP,2025-01-20,CHARGE,6799,BILLING
TX000001511,10000364,2025FA,2025-09-01,PAYMENT,220,ACH
TX000001512,10000364,2025FA,2025-09-01,PAYMENT,976,CASH
TX000001513,10000364,2025FA,2025-08-28,CHARGE,10614,BILLING
TX000001514,10000365,2025FA,2025-09-01,PAYMENT,1820,CASH
TX000001515,10000365,2025FA,2025-08-28,CHARGE,4857,BILLING
TX000001516,10000365,2025SP,2025-02-01,PAYMENT,961,CASH
TX000001517,10000365,2025SP,2025-02-01,PAYMENT,309,CASH
TX000001518,10000365,2025SP,2025-01-20,CHARGE,7495,BILLING
TX000001519,10000366,2025FA,2025-09-01,PAYMENT,1421,CARD
TX000001520,10000366,2025FA,2025-09-01,PAYMENT,457,CARD
TX000001521,10000366,2025FA,2025-09-01,PAYMENT,304,ACH
TX000001522,10000366,2025FA,2025-08-28,CHARGE,8593,BILLING
TX000001523,10000367,2025FA,2025-09-01,PAYMENT,1006,CARD
TX000001524,10000367,2025FA,2025-08-28,CHARGE,5786,BILLING
TX000001525,10000368,2025FA,2025-09-01,PAYMENT,870,CARD
TX000001526,10000368,2025FA,2025-09-01,PAYMENT,1250,ACH
TX000001527,10000368,2025FA,2025-09-01,PAYMENT,1595,ACH
TX000001528,10000368,2025FA,2025-08-28,CHARGE,9476,BILLING
TX000001529,10000368,2025SP,2025-02-01,PAYMENT,262,CARD
TX000001530,10000368,2025SP,2025-01-20,CHARGE,8802,BILLING
TX000001531,10000369,2025FA,2025-09-01,PAYMENT,1123,CARD
TX000001532,10000369,2025FA,2025-09-01,PAYMENT,1614,ACH
TX000001533,10000369,2025FA,2025-08-28,CHARGE,8159,BILLING
TX000001534,10000370,2025FA,2025-09-01,PAYMENT,1104,CARD
TX000001535,10000370,2025FA,2025-08-28,CHARGE,5252,BILLING
TX000001536,10000370,2025SP,2025-02-01,PAYMENT,1868,ACH
TX000001537,10000370,2025SP,2025-02-01,PAYMENT,1275,CASH
TX000001538,10000370,2025SP,2025-02-01,PAYMENT,320,CARD
TX000001539,10000370,2025SP,2025-01-20,CHARGE,8665,BILLING
TX000001540,10000371,2025FA,2025-09-01,PAYMENT,827,CARD
TX000001541,10000371,2025FA,2025-08-28,CHARGE,4925,BILLING
TX000001542,10000372,2025FA,2025-09-01,PAYMENT,536,ACH
TX000001543,10000372,2025FA,2025-09-01,PAYMENT,1425,CASH
TX000001544,10000372,2025FA,2025-09-01,PAYMENT,1979,CASH
TX000001545,10000372,2025FA,2025-08-28,CHARGE,4457,BILLING
TX000001546,10000373,2025FA,2025-09-01,PAYMENT,1629,CARD
TX000001547,10000373,2025FA,2025-09-01,PAYMENT,523,CARD
TX000001548,10000373,2025FA,2025-09-01,PAYMENT,1474,CASH
TX000001549,10000373,2025FA,2025-08-28,CHARGE,5054,BILLING
TX000001550,10000374,2025FA,2025-09-01,PAYMENT,1800,ACH
TX000001551,10000374,2025FA,2025-09-01,PAYMENT,359,CASH
TX000001552,10000374,2025FA,2025-09-01,PAYMENT,1699,ACH
TX000001553,10000374,2025FA,2025-08-28,CHARGE,4544,BILLING
TX000001554,10000375,2025FA,2025-09-01,PAYMENT,1406,ACH
TX000001555,10000375,2025FA,2025-09-01,PAYMENT,1710,CASH
TX000001556,10000375,2025FA,2025-08-28,CHARGE,4661,BILLING
TX000001557,10000375,2025SP,2025-02-01,PAYMENT,777,ACH
TX000001558,10000375,2025SP,2025-02-01,PAYMENT,1259,CARD
TX000001559,10000375,2025SP,2025-01-20,CHARGE,3857,BILLING
TX000001560,10000376,2025FA,2025-09-01,PAYMENT,503,CARD
TX000001561,10000376,2025FA,2025-09-01,PAYMENT,1512,ACH
TX000001562,10000376,2025FA,2025-09-01,PAYMENT,923,CARD
TX000001563,10000376,2025FA,2025-08-28,CHARGE,4327,BILLING
TX000001564,10000377,2025FA,2025-09-01,PAYMENT,372,CARD
TX000001565,10000377,2025FA,2025-09-01,PAYMENT,1016,CASH
TX000001566,10000377,2025FA,2025-08-28,CHARGE,4449,BILLING
TX000001567,10000378,2025FA,2025-09-01,PAYMENT,1817,ACH
TX000001568,10000378,2025FA,2025-09-01,PAYMENT,499,CASH
TX000001569,10000378,2025FA,2025-09-01,PAYMENT,1883,CARD
TX000001570,10000378,2025FA,2025-08-28,CHARGE,4843,BILLING
TX000001571,10000378,2025SP,2025-02-01,PAYMENT,1552,ACH
TX000001572,10000378,2025SP,2025-01-20,CHARGE,4915,BILLING
TX000001573,10000379,2025FA,2025-09-01,PAYMENT,660,ACH
TX000001574,10000379,2025FA,2025-09-01,PAYMENT,1021,CARD
TX000001575,10000379,2025FA,2025-09-01,PAYMENT,653,CASH
TX000001576,10000379,2025FA,2025-08-28,CHARGE,5062,BILLING
TX000001577,10000380,2025FA,2025-09-01,PAYMENT,681,CARD
TX000001578,10000380,2025FA,2025-09-01,PAYMENT,1833,CARD
TX000001579,10000380,2025FA,2025-08-28,CHARGE,5555,BILLING
TX000001580,10000380,2025SP,2025-02-01,PAYMENT,1554,CASH
TX000001581,10000380,2025SP,2025-02-01,PAYMENT,1953,CASH
TX000001582,10000380,2025SP,2025-02-01,PAYMENT,1878,CARD
TX000001583,10000380,2025SP,2025-01-20,CHARGE,3536,BILLING
TX000001584,10000381,2025FA,2025-09-01,PAYMENT,1006,CASH
TX000001585,10000381,2025FA,2025-09-01,PAYMENT,1116,CASH
TX000001586,10000381,2025FA,2025-09-01,PAYMENT,1876,CARD
TX000001587,10000381,2025FA,2025-08-28,CHARGE,4847,BILLING
TX000001588,10000382,2025FA,2025-09-01,PAYMENT,1282,ACH
TX000001589,10000382,2025FA,2025-08-28,CHARGE,5195,BILLING
TX000001590,10000382,2025SP,2025-02-01,PAYMENT,929,ACH
TX000001591,10000382,2025SP,2025-01-20,CHARGE,4796,BILLING
TX000001592,10000383,2025FA,2025-09-01,PAYMENT,1536,ACH
TX000001593,10000383,2025FA,2025-09-01,PAYMENT,966,ACH
TX000001594,10000383,2025FA,2025-09-01,PAYMENT,1290,ACH
TX000001595,10000383,2025FA,2025-08-28,CHARGE,4473,BILLING
TX000001596,10000384,2025FA,2025-09-01,PAYMENT,1659,CARD
TX000001597,10000384,2025FA,2025-08-28,CHARGE,5602,BILLING
TX000001598,10000384,2025SP,2025-02-01,PAYMENT,234,CARD
TX000001599,10000384,2025SP,2025-02-01,PAYMENT,1339,CASH
TX000001600,10000384,2025SP,2025-01-20,CHARGE,6011,BILLING
TX000001601,10000385,2025FA,2025-09-01,PAYMENT,1458,CASH
TX000001602,10000385,2025FA,2025-09-01,PAYMENT,918,CARD
TX000001603,10000385,2025FA,2025-08-28,CHARGE,5378,BILLING
TX000001604,10000386,2025FA,2025-09-01,PAYMENT,754,ACH
TX000001605,10000386,2025FA,2025-08-28,CHARGE,4751,BILLING
TX000001606,10000387,2025FA,2025-09-01,PAYMENT,1518,CASH
TX000001607,10000387,2025FA,2025-08-28,CHARGE,9432,BILLING
TX000001608,10000387,2025SP,2025-02-01,PAYMENT,585,CASH
TX000001609,10000387,2025SP,2025-01-20,CHARGE,6873,BILLING
TX000001610,10000388,2025FA,2025-09-01,PAYMENT,599,CASH
TX000001611,10000388,2025FA,2025-09-01,PAYMENT,429,ACH
TX000001612,10000388,2025FA,2025-09-01,PAYMENT,1982,CASH
TX000001613,10000388,2025FA,2025-08-28,CHARGE,4810,BILLING
TX000001614,10000389,2025FA,2025-09-01,PAYMENT,1914,ACH
TX000001615,10000389,2025FA,2025-09-01,PAYMENT,1338,CARD
TX000001616,10000389,2025FA,2025-09-01,PAYMENT,1865,CASH
