award_id,student_id,term_id,aid_type,amount,disbursed_dt
AWD0001091,10001375,2025FA,Loan,3053,2025-08-20
AWD0001092,10001376,2025FA,Loan,2229,2025-08-20
AWD0001093,10001379,2025FA,Grant,1293,2025-08-20
AWD0001094,10001379,2025SP,Scholarship,2224,2025-01-10
AWD0001095,10001380,2025FA,Loan,1261,2025-08-20
AWD0001096,10001381,2025FA,Loan,812,2025-08-20
AWD0001097,10001383,2025FA,Scholarship,3010,2025-08-20
AWD0001098,10001384,2025FA,Loan,810,2025-08-20
AWD0001099,10001384,2025SP,Grant,2945,2025-01-10
AWD0001100,10001385,2025FA,Grant,2701,2025-08-20
AWD0001101,10001389,2025SP,Scholarship,958,2025-01-10
AWD0001102,10001390,2025FA,Scholarship,1807,2025-08-20
AWD0001103,10001391,2025FA,Loan,2438,2025-08-20
AWD0001104,10001392,2025FA,Loan,697,2025-08-20
AWD0001105,10001393,2025FA,Loan,1340,2025-08-20
AWD0001106,10001394,2025FA,Grant,1124,2025-08-20
AWD0001107,10001395,2025FA,Loan,2197,2025-08-20
AWD0001108,10001395,2025SP,Loan,1435,2025-01-10
AWD0001109,10001396,2025FA,Loan,1751,2025-08-20
AWD0001110,10001396,2025SP,Loan,2649,2025-01-10
AWD0001111,10001397,2025FA,Loan,521,2025-08-20
AWD0001112,10001397,2025SP,Scholarship,644,2025-01-10
AWD0001113,10001399,2025FA,Scholarship,946,2025-08-20
AWD0001114,10001400,2025FA,Grant,1920,2025-08-20
AWD0001115,10001401,2025SP,Scholarship,3410,2025-01-10
AWD0001116,10001403,2025FA,Scholarship,1011,2025-08-20
AWD0001117,10001404,2025FA,Scholarship,1591,2025-08-20
AWD0001118,10001405,2025FA,Grant,1570,2025-08-20
AWD0001119,10001407,2025SP,Grant,1561,2025-01-10
AWD0001120,10001410,2025FA,Scholarship,1339,2025-08-20
AWD0001121,10001410,2025SP,Scholarship,1457,2025-01-10
AWD0001122,10001412,2025SP,Grant,3026,2025-01-10
AWD0001123,10001413,2025FA,Scholarship,3012,2025-08-20
AWD0001124,10001414,2025FA,Grant,1774,2025-08-20
AWD0001125,10001415,2025FA,Grant,1100,2025-08-20
AWD0001126,10001416,2025FA,Grant,3049,2025-08-20
AWD0001127,10001417,2025FA,Grant,994,2025-08-20
AWD0001128,10001418,2025FA,Scholarship,2149,2025-08-20
AWD0001129,10001420,2025FA,Scholarship,975,2025-08-20
AWD0001130,10001420,2025SP,Loan,2741,2025-01-10
AWD0001131,10001422,2025FA,Loan,824,2025-08-20
AWD0001132,10001423,2025FA,Loan,2627,2025-08-20
AWD0001133,10001423,2025SP,Loan,1623,2025-01-10
AWD0001134,10001424,2025FA,Loan,1101,2025-08-20
AWD0001135,10001425,2025FA,Grant,2590,2025-08-20
AWD0001136,10001425,2025SP,Scholarship,1257,2025-01-10
AWD0001137,10001427,2025FA,Scholarship,2922,2025-08-20
AWD0001138,10001427,2025SP,Scholarship,648,2025-01-10
AWD0001139,10001429,2025FA,Grant,1114,2025-08-20
AWD0001140,10001431,2025FA,Loan,557,2025-08-20
AWD0001141,10001432,2025SP,Scholarship,834,2025-01-10
AWD0001142,10001433,2025FA,Scholarship,1506,2025-08-20
AWD0001143,10001435,2025FA,Grant,3482,2025-08-20
AWD0001144,10001436,2025FA,Loan,853,2025-08-20
AWD0001145,10001438,2025FA,Grant,1855,2025-08-20
AWD0001146,10001442,2025FA,Loan,3039,2025-08-20
AWD0001147,10001443,2025SP,Grant,3423,2025-01-10
AWD0001148,10001444,2025FA,Scholarship,1041,2025-08-20
AWD0001149,10001446,2025FA,Scholarship,2668,2025-08-20
AWD0001150,10001447,2025FA,Grant,1446,2025-08-20
AWD0001151,10001447,2025SP,Loan,1768,2025-01-10
AWD0001152,10001449,2025SP,Grant,1436,2025-01-10
AWD0001153,10001452,2025SP,Grant,3184,2025-01-10
AWD0001154,10001453,2025FA,Grant,3117,2025-08-20
AWD0001155,10001453,2025SP,Loan,705,2025-01-10
AWD0001156,10001454,2025FA,Loan,2946,2025-08-20
AWD0001157,10001454,2025SP,Scholarship,2422,2025-01-10
AWD0001158,10001456,2025FA,Scholarship,1828,2025-08-20
AWD0001159,10001457,2025FA,Loan,1249,2025-08-20
AWD0001160,10001459,2025FA,Grant,1149,2025-08-20
AWD0001161,10001460,2025FA,Scholarship,773,2025-08-20
AWD0001162,10001461,2025FA,Scholarship,2239,2025-08-20
AWD0001163,10001463,2025FA,Grant,2062,2025-08-20
AWD0001164,10001464,2025FA,Grant,1142,2025-08-20
AWD0001165,10001465,2025FA,Scholarship,2640,2025-08-20
AWD0001166,10001467,2025FA,Grant,2440,2025-08-20
AWD0001167,10001468,2025FA,Grant,2478,2025-08-20
AWD0001168,10001471,2025FA,Loan,2420,2025-08-20
AWD0001169,10001472,2025FA,Scholarship,3203,2025-08-20
AWD0001170,10001473,2025FA,Grant,1862,2025-08-20
AWD0001171,10001473,2025SP,Scholarship,1223,2025-01-10
AWD0001172,10001474,2025SP,Scholarship,778,2025-01-10
AWD0001173,10001475,2025FA,Grant,1771,2025-08-20
AWD0001174,10001477,2025FA,Scholarship,2464,2025-08-20
AWD0001175,10001477,2025SP,Grant,2452,2025-01-10
AWD0001176,10001478,2025FA,Loan,3452,2025-08-20
AWD0001177,10001479,2025FA,Loan,1267,2025-08-20
AWD0001178,10001481,2025FA,Grant,1242,2025-08-20
AWD0001179,10001482,2025FA,Scholarship,2056,2025-08-20
AWD0001180,10001483,2025SP,Scholarship,2449,2025-01-10
AWD0001181,10001484,2025FA,Grant,863,2025-08-20
AWD0001182,10001485,2025FA,Grant,2691,2025-08-20
AWD0001183,10001486,2025FA,Scholarship,2877,2025-08-20
AWD0001184,10001487,2025SP,Loan,1110,2025-01-10
AWD0001185,10001488,2025FA,Scholarship,1251,2025-08-20
AWD0001186,10001491,2025FA,Scholarship,1644,2025-08-20
AWD0001187,10001492,2025FA,Scholarship,3033,2025-08-20
AWD0001188,10001493,2025SP,Grant,2711,2025-01-10
AWD0001189,10001494,2025FA,Grant,1185,2025-08-20
AWD0001190,10001494,2025SP,Grant,3258,2025-01-10
AWD0001191,10001497,2025FA,Grant,1571,2025-08-20
AWD0001192,10001497,2025SP,Grant,2555,2025-01-10
AWD0001193,10001499,2025FA,Loan,2661,2025-08-20
AWD0001194,10001501,2025FA,Grant,2788,2025-08-20
AWD0001195,10001502,2025SP,Grant,1713,2025-01-10
AWD0001196,10001503,2025FA,Scholarship,3134,2025-08-20
AWD0001197,10001504,2025FA,Scholarship,538,2025-08-20
AWD0001198,10001504,2025SP,Scholarship,1774,2025-01-10
AWD0001199,10001505,2025FA,Grant,3493,2025-08-20
AWD0001200,10001505,2025SP,Loan,1195,2025-01-10
AWD0001201,10001508,2025FA,Scholarship,3276,2025-08-20
AWD0001202,10001509,2025FA,Grant,1706,2025-08-20
AWD0001203,10001510,2025FA,Grant,2414,2025-08-20
AWD0001204,10001511,2025FA,Loan,862,2025-08-20
AWD0001205,10001512,2025FA,Loan,1721,2025-08-20
AWD0001206,10001512,2025SP,Loan,1987,2025-01-10
AWD0001207,10001514,2025FA,Grant,1151,2025-08-20
AWD0001208,10001514,2025SP,Scholarship,802,2025-01-10
AWD0001209,10001516,2025FA,Scholarship,2943,2025-08-20
AWD0001210,10001516,2025SP,Grant,2643,2025-01-10
AWD0001211,10001517,2025FA,Grant,2700,2025-08-20
AWD0001212,10001519,2025FA,Grant,1478,2025-08-20
AWD0001213,10001520,2025FA,Loan,1021,2025-08-20
AWD0001214,10001520,2025SP,Loan,1912,2025-01-10
AWD0001215,10001522,2025FA,Grant,2899,2025-08-20
AWD0001216,10001523,2025FA,Scholarship,2970,2025-08-20
AWD0001217,10001524,2025FA,Scholarship,1515,2025-08-20
AWD0001218,10001524,2025SP,Loan,2890,2025-01-10
AWD0001219,10001525,2025FA,Scholarship,2865,2025-08-20
AWD0001220,10001525,2025SP,Loan,755,2025-01-10
AWD0001221,10001526,2025FA,Grant,1856,2025-08-20
AWD0001222,10001527,2025FA,Grant,1783,2025-08-20
AWD0001223,10001528,2025SP,Loan,1897,2025-01-10
AWD0001224,10001530,2025SP,Scholarship,1806,2025-01-10
AWD0001225,10001531,2025FA,Loan,1953,2025-08-20
AWD0001226,10001532,2025FA,Scholarship,2502,2025-08-20
AWD0001227,10001535,2025FA,Scholarship,2278,2025-08-20
AWD0001228,10001536,2025FA,Scholarship,1522,2025-08-20
AWD0001229,10001538,2025FA,Loan,1129,2025-08-20
AWD0001230,10001539,2025FA,Loan,2791,2025-08-20
AWD0001231,10001540,2025SP,Scholarship,2348,2025-01-10
AWD0001232,10001541,2025SP,Loan,3187,2025-01-10
AWD0001233,10001543,2025FA,Grant,2331,2025-08-20
AWD0001234,10001545,2025FA,Grant,3195,2025-08-20
AWD0001235,10001545,2025SP,Scholarship,2179,2025-01-10
AWD0001236,10001549,2025FA,Loan,987,2025-08-20
AWD0001237,10001549,2025SP,Grant,1291,2025-01-10
AWD0001238,10001550,2025FA,Loan,1295,2025-08-20
AWD0001239,10001550,2025SP,Grant,1663,2025-01-10
AWD0001240,10001552,2025SP,Grant,2936,2025-01-10
AWD0001241,10001553,2025FA,Scholarship,1702,2025-08-20
AWD0001242,10001554,2025FA,Loan,1005,2025-08-20
AWD0001243,10001556,2025FA,Loan,1604,2025-08-20
AWD0001244,10001556,2025SP,Scholarship,1802,2025-01-10
AWD0001245,10001557,2025SP,Scholarship,3195,2025-01-10
AWD0001246,10001558,2025FA,Grant,660,2025-08-20
AWD0001247,10001559,2025SP,Scholarship,1126,2025-01-10
AWD0001248,10001560,2025SP,Loan,1450,2025-01-10
AWD0001249,10001561,2025FA,Loan,3263,2025-08-20
AWD0001250,10001562,2025FA,Scholarship,3196,2025-08-20
AWD0001251,10001564,2025FA,Scholarship,1932,2025-08-20
AWD0001252,10001568,2025FA,Scholarship,1411,2025-08-20
AWD0001253,10001569,2025FA,Loan,561,2025-08-20
AWD0001254,10001570,2025FA,Grant,2653,2025-08-20
AWD0001255,10001571,2025FA,Loan,3326,2025-08-20
AWD0001256,10001571,2025SP,Grant,1220,2025-01-10
AWD0001257,10001572,2025FA,Loan,2276,2025-08-20
AWD0001258,10001573,2025FA,Loan,3094,2025-08-20
AWD0001259,10001574,2025FA,Scholarship,1291,2025-08-20
AWD0001260,10001574,2025SP,Scholarship,1422,2025-01-10
AWD0001261,10001575,2025FA,Loan,1340,2025-08-20
AWD0001262,10001575,2025SP,Loan,2159,2025-01-10
AWD0001263,10001576,2025SP,Scholarship,1382,2025-01-10
AWD0001264,10001577,2025SP,Scholarship,3079,2025-01-10
AWD0001265,10001579,2025SP,Scholarship,1402,2025-01-10
AWD0001266,10001581,2025FA,Scholarship,845,2025-08-20
AWD0001267,10001581,2025SP,Grant,3213,2025-01-10
AWD0001268,10001582,2025FA,Scholarship,781,2025-08-20
AWD0001269,10001583,2025FA,Scholarship,2529,2025-08-20
AWD0001270,10001583,2025SP,Scholarship,3362,2025-01-10
AWD0001271,10001584,2025FA,Loan,879,2025-08-20
AWD0001272,10001585,2025SP,Loan,3311,2025-01-10
AWD0001273,10001586,2025FA,Scholarship,642,2025-08-20
AWD0001274,10001588,2025FA,Loan,2694,2025-08-20
AWD0001275,10001590,2025SP,Grant,2973,2025-01-10
AWD0001276,10001592,2025FA,Loan,1616,2025-08-20
AWD0001277,10001594,2025FA,Loan,2732,2025-08-20
AWD0001278,10001596,2025FA,Grant,1110,2025-08-20
AWD0001279,10001597,2025FA,Scholarship,2528,2025-08-20
AWD0001280,10001597,2025SP,Grant,1468,2025-01-10
AWD0001281,10001598,2025FA,Grant,831,2025-08-20
AWD0001282,10001598,2025SP,Loan,782,2025-01-10
AWD0001283,10001601,2025FA,Grant,3098,2025-08-20
AWD0001284,10001601,2025SP,Scholarship,1083,2025-01-10
AWD0001285,10001602,2025FA,Grant,1314,2025-08-20
AWD0001286,10001604,2025FA,Grant,1724,2025-08-20
AWD0001287,10001604,2025SP,Scholarship,1281,2025-01-10
AWD0001288,10001605,2025FA,Scholarship,2788,2025-08-20
AWD0001289,10001607,2025SP,Grant,3068,2025-01-10
AWD0001290,10001608,2025FA,Scholarship,2671,2025-08-20
AWD0001291,10001609,2025FA,Loan,2492,2025-08-20
AWD0001292,10001610,2025FA,Loan,3078,2025-08-20
AWD0001293,10001612,2025FA,Grant,1455,2025-08-20
AWD0001294,10001612,2025SP,Scholarship,1461,2025-01-10
AWD0001295,10001615,2025FA,Loan,2714,2025-08-20
AWD0001296,10001617,2025FA,Loan,2150,2025-08-20
AWD0001297,10001617,2025SP,Loan,1685,2025-01-10
AWD0001298,10001619,2025FA,Loan,2827,2025-08-20
AWD0001299,10001621,2025FA,Scholarship,2170,2025-08-20
AWD0001300,10001621,2025SP,Grant,932,2025-01-10
AWD0001301,10001622,2025FA,Scholarship,714,2025-08-20
AWD0001302,10001624,2025FA,Loan,2141,2025-08-20
AWD0001303,10001625,2025FA,Scholarship,3169,2025-08-20
AWD0001304,10001626,2025FA,Loan,2657,2025-08-20
AWD0001305,10001627,2025FA,Loan,1454,2025-08-20
AWD0001306,10001634,2025FA,Loan,3133,2025-08-20
AWD0001307,10001636,2025FA,Loan,2652,2025-08-20
AWD0001308,10001637,2025FA,Loan,2864,2025-08-20
AWD0001309,10001644,2025FA,Scholarship,2074,2025-08-20
AWD0001310,10001645,2025FA,Loan,1205,2025-08-20
AWD0001311,10001645,2025SP,Grant,1132,2025-01-10
AWD0001312,10001646,2025FA,Scholarship,3354,2025-08-20
AWD0001313,10001646,2025SP,Grant,2800,2025-01-10
AWD0001314,10001647,2025FA,Loan,3323,2025-08-20
AWD0001315,10001649,2025FA,Grant,918,2025-08-20
AWD0001316,10001652,2025SP,Loan,1885,2025-01-10
AWD0001317,10001653,2025SP,Grant,868,2025-01-10
AWD0001318,10001656,2025FA,Grant,2053,2025-08-20
AWD0001319,10001657,2025FA,Scholarship,885,2025-08-20
AWD0001320,10001658,2025FA,Loan,507,2025-08-20
AWD0001321,10001659,2025SP,Scholarship,1311,2025-01-10
AWD0001322,10001660,2025FA,Grant,2566,2025-08-20
AWD0001323,10001661,2025FA,Loan,3263,2025-08-20
AWD0001324,10001663,2025FA,Grant,3423,2025-08-20
AWD0001325,10001664,2025FA,Scholarship,2184,2025-08-20
AWD0001326,10001665,2025FA,Grant,1014,2025-08-20
AWD0001327,10001665,2025SP,Loan,669,2025-01-10
AWD0001328,10001666,2025FA,Scholarship,1396,2025-08-20
AWD0001329,10001667,2025FA,Scholarship,1297,2025-08-20
AWD0001330,10001667,2025SP,Scholarship,2902,2025-01-10
AWD0001331,10001668,2025FA,Scholarship,3213,2025-08-20
AWD0001332,10001668,2025SP,Grant,2666,2025-01-10
AWD0001333,10001669,2025FA,Scholarship,947,2025-08-20
AWD0001334,10001670,2025FA,Scholarship,2989,2025-08-20
AWD0001335,10001671,2025FA,Loan,2351,2025-08-20
AWD0001336,10001672,2025FA,Scholarship,2081,2025-08-20
AWD0001337,10001674,2025FA,Grant,2541,2025-08-20
AWD0001338,10001675,2025FA,Grant,3127,2025-08-20
AWD0001339,10001676,2025FA,Scholarship,2290,2025-08-20
AWD0001340,10001677,2025FA,Loan,653,2025-08-20
AWD0001341,10001679,2025SP,Scholarship,2207,2025-01-10
AWD0001342,10001680,2025FA,Scholarship,1929,2025-08-20
AWD0001343,10001682,2025FA,Scholarship,500,2025-08-20
AWD0001344,10001683,2025FA,Grant,578,2025-08-20
AWD0001345,10001685,2025SP,Scholarship,953,2025-01-10
AWD0001346,10001688,2025FA,Scholarship,2610,2025-08-20
AWD0001347,10001690,2025FA,Scholarship,697,2025-08-20
AWD0001348,10001691,2025FA,Scholarship,610,2025-08-20
AWD0001349,10001692,2025FA,Grant,935,2025-08-20
AWD0001350,10001692,2025SP,Loan,3259,2025-01-10
AWD0001351,10001694,2025FA,Grant,2587,2025-08-20
AWD0001352,10001696,2025FA,Grant,1774,2025-08-20
AWD0001353,10001700,2025FA,Loan,1938,2025-08-20
AWD0001354,10001702,2025FA,Grant,3228,2025-08-20
AWD0001355,10001706,2025FA,Loan,604,2025-08-20
AWD0001356,10001707,2025FA,Loan,1961,2025-08-20
AWD0001357,10001708,2025FA,Scholarship,850,2025-08-20
AWD0001358,10001709,2025FA,Grant,2414,2025-08-20
AWD0001359,10001710,2025FA,Loan,1966,2025-08-20
AWD0001360,10001712,2025FA,Scholarship,2282,2025-08-20
AWD0001361,10001714,2025FA,Loan,581,2025-08-20
AWD0001362,10001715,2025FA,Scholarship,2408,2025-08-20
AWD0001363,10001716,2025FA,Grant,1037,2025-08-20
AWD0001364,10001719,2025FA,Grant,1828,2025-08-20
AWD0001365,10001722,2025FA,Scholarship,2731,2025-08-20
AWD0001366,10001722,2025SP,Grant,2596,2025-01-10
AWD0001367,10001723,2025FA,Scholarship,698,2025-08-20
AWD0001368,10001723,2025SP,Scholarship,3077,2025-01-10
AWD0001369,10001726,2025FA,Loan,2306,2025-08-20
AWD0001370,10001727,2025FA,Loan,3192,2025-08-20
AWD0001371,10001727,2025SP,Scholarship,1301,2025-01-10
AWD0001372,10001729,2025FA,Scholarship,1268,2025-08-20
AWD0001373,10001729,2025SP,Scholarship,1900,2025-01-10
AWD0001374,10001733,2025FA,Grant,921,2025-08-20
AWD0001375,10001734,2025FA,Grant,3005,2025-08-20
AWD0001376,10001734,2025SP,Grant,2837,2025-01-10
AWD0001377,10001736,2025FA,Grant,910,2025-08-20
AWD0001378,10001738,2025FA,Loan,3328,2025-08-20
AWD0001379,10001739,2025FA,Grant,2853,2025-08-20
AWD0001380,10001740,2025FA,Grant,2808,2025-08-20
AWD0001381,10001743,2025FA,Scholarship,2596,2025-08-20
AWD0001382,10001743,2025SP,Scholarship,2477,2025-01-10
AWD0001383,10001744,2025FA,Loan,518,2025-08-20
AWD0001384,10001745,2025FA,Loan,2746,2025-08-20
AWD0001385,10001745,2025SP,Scholarship,1395,2025-01-10
AWD0001386,10001747,2025FA,Grant,2362,2025-08-20
AWD0001387,10001748,2025FA,Scholarship,1530,2025-08-20
AWD0001388,10001749,2025FA,Loan,2215,2025-08-20
AWD0001389,10001749,2025SP,Scholarship,813,2025-01-10
AWD0001390,10001753,2025FA,Loan,844,2025-08-20
AWD0001391,10001754,2025FA,Loan,817,2025-08-20
AWD0001392,10001756,2025FA,Scholarship,2107,2025-08-20
AWD0001393,10001757,2025FA,Grant,2195,2025-08-20
AWD0001394,10001757,2025SP,Grant,1078,2025-01-10
AWD0001395,10001758,2025FA,Grant,1604,2025-08-20
AWD0001396,10001758,2025SP,Grant,3326,2025-01-10
AWD0001397,10001760,2025FA,Grant,2905,2025-08-20
AWD0001398,10001761,2025SP,Loan,1209,2025-01-10
AWD0001399,10001762,2025FA,Grant,2440,2025-08-20
AWD0001400,10001762,2025SP,Scholarship,2896,2025-01-10
AWD0001401,10001763,2025FA,Loan,2410,2025-08-20
AWD0001402,10001764,2025FA,Scholarship,1991,2025-08-20
AWD0001403,10001765,2025SP,Scholarship,1718,2025-01-10
AWD0001404,10001766,2025SP,Scholarship,3447,2025-01-10
AWD0001405,10001768,2025FA,Grant,2265,2025-08-20
AWD0001406,10001769,2025SP,Grant,2486,2025-01-10
AWD0001407,10001771,2025FA,Scholarship,744,2025-08-20
AWD0001408,10001774,2025FA,Scholarship,979,2025-08-20
AWD0001409,10001775,2025FA,Loan,1729,2025-08-20
AWD0001410,10001776,2025FA,Loan,994,2025-08-20
AWD0001411,10001776,2025SP,Loan,2894,2025-01-10
AWD0001412,10001777,2025SP,Loan,1199,2025-01-10
AWD0001413,10001778,2025FA,Scholarship,868,2025-08-20
AWD0001414,10001778,2025SP,Scholarship,1135,2025-01-10
AWD0001415,10001779,2025FA,Scholarship,931,2025-08-20
AWD0001416,10001779,2025SP,Grant,2226,2025-01-10
AWD0001417,10001781,2025FA,Loan,1015,2025-08-20
AWD0001418,10001782,2025FA,Grant,2694,2025-08-20
AWD0001419,10001784,2025FA,Scholarship,1827,2025-08-20
AWD0001420,10001785,2025FA,Loan,709,2025-08-20
AWD0001421,10001786,2025FA,Loan,2835,2025-08-20
AWD0001422,10001787,2025FA,Scholarship,3251,2025-08-20
AWD0001423,10001787,2025SP,Loan,2516,2025-01-10
AWD0001424,10001788,2025FA,Scholarship,3187,2025-08-20
AWD0001425,10001788,2025SP,Grant,850,2025-01-10
AWD0001426,10001790,2025FA,Scholarship,1302,2025-08-20
AWD0001427,10001790,2025SP,Grant,3437,2025-01-10
AWD0001428,10001792,2025FA,Scholarship,2151,2025-08-20
AWD0001429,10001793,2025FA,Loan,1098,2025-08-20
AWD0001430,10001794,2025FA,Grant,1574,2025-08-20
AWD0001431,10001794,2025SP,Scholarship,854,2025-01-10
AWD0001432,10001795,2025FA,Loan,2331,2025-08-20
AWD0001433,10001795,2025SP,Scholarship,3308,2025-01-10
AWD0001434,10001797,2025SP,Grant,1262,2025-01-10
AWD0001435,10001798,2025FA,Grant,3211,2025-08-20
AWD0001436,10001799,2025FA,Grant,2950,2025-08-20
AWD0001437,10001799,2025SP,Scholarship,2331,2025-01-10
AWD0001438,10001801,2025FA,Scholarship,1519,2025-08-20
AWD0001439,10001801,2025SP,Loan,1424,2025-01-10
AWD0001440,10001802,2025FA,Loan,1348,2025-08-20
AWD0001441,10001803,2025FA,Grant,2131,2025-08-20
AWD0001442,10001803,2025SP,Grant,3465,2025-01-10
AWD0001443,10001805,2025FA,Loan,625,2025-08-20
AWD0001444,10001806,2025FA,Grant,2855,2025-08-20
AWD0001445,10001807,2025FA,Loan,2260,2025-08-20
AWD0001446,10001808,2025FA,Grant,2951,2025-08-20
AWD0001447,10001810,2025FA,Loan,2131,2025-08-20
AWD0001448,10001811,2025FA,Loan,1602,2025-08-20
AWD0001449,10001813,2025FA,Grant,3496,2025-08-20
AWD0001450,10001814,2025FA,Scholarship,1941,2025-08-20
AWD0001451,10001815,2025FA,Loan,1790,2025-08-20
AWD0001452,10001815,2025SP,Grant,643,2025-01-10
AWD0001453,10001816,2025SP,Grant,3276,2025-01-10
AWD0001454,10001817,2025FA,Scholarship,2020,2025-08-20
AWD0001455,10001818,2025FA,Loan,805,2025-08-20
AWD0001456,10001819,2025FA,Loan,2543,2025-08-20
AWD0001457,10001821,2025FA,Loan,720,2025-08-20
AWD0001458,10001822,2025FA,Scholarship,516,2025-08-20
AWD0001459,10001823,2025FA,Grant,2127,2025-08-20
AWD0001460,10001825,2025FA,Loan,1731,2025-08-20
AWD0001461,10001826,2025FA,Loan,1345,2025-08-20
AWD0001462,10001826,2025SP,Scholarship,3323,2025-01-10
AWD0001463,10001827,2025FA,Loan,2701,2025-08-20
AWD0001464,10001827,2025SP,Scholarship,1727,2025-01-10
AWD0001465,10001828,2025FA,Grant,1868,2025-08-20
AWD0001466,10001829,2025FA,Grant,1852,2025-08-20
AWD0001467,10001830,2025FA,Scholarship,3265,2025-08-20
AWD0001468,10001831,2025FA,Loan,2685,2025-08-20
AWD0001469,10001832,2025FA,Scholarship,3128,2025-08-20
AWD0001470,10001832,2025SP,Grant,2296,2025-01-10
AWD0001471,10001833,2025FA,Grant,2361,2025-08-20
AWD0001472,10001835,2025FA,Scholarship,1100,2025-08-20
AWD0001473,10001836,2025FA,Grant,3345,2025-08-20
AWD0001474,10001837,2025FA,Scholarship,2038,2025-08-20
AWD0001475,10001838,2025FA,Loan,2029,2025-08-20
AWD0001476,10001838,2025SP,Grant,3386,2025-01-10
AWD0001477,10001840,2025FA,Loan,1418,2025-08-20
AWD0001478,10001840,2025SP,Loan,1637,2025-01-10
AWD0001479,10001841,2025FA,Loan,2819,2025-08-20
AWD0001480,10001843,2025SP,Scholarship,2312,2025-01-10
AWD0001481,10001844,2025SP,Loan,806,2025-01-10
AWD0001482,10001845,2025SP,Loan,2274,2025-01-10
AWD0001483,10001846,2025SP,Grant,1088,2025-01-10
AWD0001484,10001847,2025FA,Loan,855,2025-08-20
AWD0001485,10001847,2025SP,Grant,3079,2025-01-10
AWD0001486,10001849,2025FA,Loan,2056,2025-08-20
AWD0001487,10001851,2025FA,Loan,2047,2025-08-20
AWD0001488,10001853,2025FA,Loan,2730,2025-08-20
AWD0001489,10001854,2025FA,Scholarship,937,2025-08-20
AWD0001490,10001855,2025FA,Grant,2283,2025-08-20
AWD0001491,10001856,2025SP,Grant,829,2025-01-10
AWD0001492,10001857,2025FA,Loan,672,2025-08-20
AWD0001493,10001859,2025FA,Grant,2499,2025-08-20
AWD0001494,10001859,2025SP,Scholarship,3443,2025-01-10
AWD0001495,10001860,2025FA,Scholarship,2562,2025-08-20
AWD0001496,10001862,2025FA,Scholarship,1301,2025-08-20
AWD0001497,10001862,2025SP,Grant,1552,2025-01-10
AWD0001498,10001863,2025SP,Loan,1073,2025-01-10
AWD0001499,10001864,2025FA,Scholarship,1694,2025-08-20
AWD0001500,10001867,2025FA,Grant,2554,2025-08-20
AWD0001501,10001869,2025FA,Scholarship,1783,2025-08-20
AWD0001502,10001869,2025SP,Grant,811,2025-01-10
AWD0001503,10001870,2025FA,Scholarship,2152,2025-08-20
AWD0001504,10001872,2025FA,Scholarship,766,2025-08-20
AWD0001505,10001873,2025FA,Loan,3125,2025-08-20
AWD0001506,10001875,2025FA,Loan,687,2025-08-20
AWD0001507,10001877,2025FA,Loan,2593,2025-08-20
AWD0001508,10001878,2025FA,Scholarship,1957,2025-08-20
AWD0001509,10001878,2025SP,Loan,3342,2025-01-10
AWD0001510,10001879,2025FA,Scholarship,1400,2025-08-20
AWD0001511,10001880,2025SP,Grant,606,2025-01-10
AWD0001512,10001881,2025FA,Scholarship,661,2025-08-20
AWD0001513,10001881,2025SP,Grant,2493,2025-01-10
AWD0001514,10001882,2025FA,Loan,3218,2025-08-20
AWD0001515,10001882,2025SP,Loan,2921,2025-01-10
AWD0001516,10001884,2025FA,Loan,1696,2025-08-20
AWD0001517,10001886,2025FA,Loan,742,2025-08-20
AWD0001518,10001887,2025FA,Grant,2962,2025-08-20
AWD0001519,10001889,2025FA,Scholarship,1628,2025-08-20
AWD0001520,10001893,2025FA,Loan,2931,2025-08-20
AWD0001521,10001894,2025FA,Loan,1173,2025-08-20
AWD0001522,10001896,2025FA,Scholarship,3311,2025-08-20
AWD0001523,10001897,2025FA,Scholarship,3335,2025-08-20
AWD0001524,10001898,2025FA,Scholarship,2563,2025-08-20
AWD0001525,10001898,2025SP,Grant,892,2025-01-10
AWD0001526,10001899,2025FA,Scholarship,2291,2025-08-20
AWD0001527,10001901,2025FA,Grant,2233,2025-08-20
AWD0001528,10001901,2025SP,Grant,1611,2025-01-10
AWD0001529,10001903,2025SP,Loan,1301,2025-01-10
AWD0001530,10001904,2025FA,Scholarship,2894,2025-08-20
AWD0001531,10001905,2025FA,Grant,1045,2025-08-20
AWD0001532,10001906,2025FA,Scholarship,1187,2025-08-20
AWD0001533,10001907,2025FA,Scholarship,1185,2025-08-20
AWD0001534,10001908,2025FA,Grant,746,2025-08-20
AWD0001535,10001909,2025FA,Grant,860,2025-08-20
AWD0001536,10001910,2025FA,Loan,2970,2025-08-20
AWD0001537,10001911,2025SP,Grant,883,2025-01-10
AWD0001538,10001913,2025FA,Grant,3104,2025-08-20
AWD0001539,10001914,2025SP,Grant,2220,2025-01-10
AWD0001540,10001917,2025FA,Grant,1047,2025-08-20
AWD0001541,10001920,2025FA,Scholarship,3221,2025-08-20
AWD0001542,10001921,2025FA,Scholarship,2905,2025-08-20
AWD0001543,10001922,2025FA,Scholarship,739,2025-08-20
AWD0001544,10001927,2025FA,Grant,1322,2025-08-20
AWD0001545,10001927,2025SP,Loan,2168,2025-01-10
AWD0001546,10001931,2025FA,Scholarship,520,2025-08-20
AWD0001547,10001932,2025FA,Scholarship,2093,2025-08-20
