note_id,student_id,advisor_id,note_dt,category,risk_flag
NOTE0001253,10002168,ADV049,2025-09-16,Financial,0
NOTE0001254,10002169,ADV024,2025-03-06,Financial,0
NOTE0001255,10002171,ADV017,2025-02-20,Wellness,0
NOTE0001256,10002172,ADV020,2025-02-12,Wellness,0
NOTE0001257,10002173,ADV003,2025-10-03,Academic,0
NOTE0001258,10002174,ADV044,2025-09-11,Career,0
NOTE0001259,10002176,ADV002,2025-02-12,Financial,1
NOTE0001260,10002176,ADV044,2025-02-22,Academic,0
NOTE0001261,10002178,ADV001,2025-09-08,Academic,1
NOTE0001262,10002179,ADV024,2025-09-04,Wellness,0
NOTE0001263,10002179,ADV022,2025-03-13,Academic,0
NOTE0001264,10002180,ADV050,2025-02-16,Academic,0
NOTE0001265,10002181,ADV025,2025-10-14,Financial,1
NOTE0001266,10002183,ADV007,2025-02-17,Wellness,0
NOTE0001267,10002184,ADV040,2025-03-20,Wellness,1
NOTE0001268,10002184,ADV011,2025-03-23,Academic,1
NOTE0001269,10002188,ADV004,2025-09-26,Wellness,0
NOTE0001270,10002188,ADV031,2025-10-17,Career,0
NOTE0001271,10002188,ADV032,2025-09-03,Career,0
NOTE0001272,10002189,ADV019,2025-09-21,Academic,1
NOTE0001273,10002193,ADV021,2025-10-13,Academic,1
NOTE0001274,10002194,ADV002,2025-09-26,Academic,0
NOTE0001275,10002194,ADV012,2025-03-03,Career,1
NOTE0001276,10002199,ADV048,2025-09-13,Financial,0
NOTE0001277,10002201,ADV044,2025-09-18,Academic,1
NOTE0001278,10002203,ADV028,2025-10-05,Wellness,0
NOTE0001279,10002207,ADV011,2025-02-17,Career,1
NOTE0001280,10002208,ADV030,2025-09-05,Career,0
NOTE0001281,10002210,ADV049,2025-02-07,Academic,0
NOTE0001282,10002210,ADV026,2025-10-05,Academic,0
NOTE0001283,10002211,ADV044,2025-02-16,Wellness,0
NOTE0001284,10002214,ADV006,2025-03-04,Wellness,1
NOTE0001285,10002216,ADV004,2025-10-22,Wellness,1
NOTE0001286,10002218,ADV012,2025-03-21,Wellness,1
NOTE0001287,10002219,ADV038,2025-10-12,Career,0
NOTE0001288,10002219,ADV004,2025-09-18,Wellness,0
NOTE0001289,10002220,ADV007,2025-10-14,Academic,1
NOTE0001290,10002222,ADV014,2025-03-13,Academic,0
NOTE0001291,10002223,ADV016,2025-10-08,Financial,0
NOTE0001292,10002224,ADV034,2025-02-24,Academic,1
NOTE0001293,10002224,ADV040,2025-03-28,Financial,1
NOTE0001294,10002226,ADV008,2025-02-06,Financial,0
NOTE0001295,10002229,ADV048,2025-02-27,Academic,0
NOTE0001296,10002231,ADV035,2025-10-11,Financial,0
NOTE0001297,10002231,ADV017,2025-02-27,Wellness,1
NOTE0001298,10002232,ADV008,2025-10-19,Career,0
NOTE0001299,10002235,ADV035,2025-02-22,Academic,0
NOTE0001300,10002237,ADV022,2025-09-16,Academic,0
NOTE0001301,10002239,ADV040,2025-09-20,Wellness,0
NOTE0001302,10002240,ADV002,2025-03-21,Financial,0
NOTE0001303,10002240,ADV018,2025-02-18,Academic,0
NOTE0001304,10002244,ADV032,2025-02-21,Academic,0
NOTE0001305,10002245,ADV026,2025-10-26,Financial,1
NOTE0001306,10002247,ADV037,2025-02-11,Financial,0
NOTE0001307,10002250,ADV014,2025-09-16,Financial,1
NOTE0001308,10002253,ADV029,2025-02-08,Career,1
NOTE0001309,10002254,ADV013,2025-10-05,Financial,0
NOTE0001310,10002255,ADV006,2025-09-27,Academic,1
NOTE0001311,10002257,ADV043,2025-09-19,Career,0
NOTE0001312,10002258,ADV041,2025-02-18,Wellness,0
NOTE0001313,10002259,ADV002,2025-10-18,Academic,0
NOTE0001314,10002261,ADV039,2025-02-09,Career,0
NOTE0001315,10002262,ADV041,2025-09-27,Academic,1
NOTE0001316,10002265,ADV049,2025-03-19,Financial,0
NOTE0001317,10002265,ADV003,2025-10-22,Academic,0
NOTE0001318,10002266,ADV012,2025-09-07,Career,0
NOTE0001319,10002267,ADV028,2025-03-21,Career,0
NOTE0001320,10002268,ADV001,2025-03-13,Career,1
NOTE0001321,10002269,ADV015,2025-10-10,Wellness,1
NOTE0001322,10002274,ADV041,2025-02-03,Academic,0
NOTE0001323,10002274,ADV021,2025-09-01,Academic,0
NOTE0001324,10002275,ADV014,2025-02-05,Wellness,1
NOTE0001325,10002279,ADV018,2025-10-08,Wellness,0
NOTE0001326,10002279,ADV007,2025-09-08,Financial,1
NOTE0001327,10002280,ADV009,2025-10-06,Academic,1
NOTE0001328,10002282,ADV035,2025-03-25,Career,0
NOTE0001329,10002284,ADV020,2025-03-26,Financial,0
NOTE0001330,10002284,ADV038,2025-10-10,Financial,0
NOTE0001331,10002285,ADV014,2025-10-17,Academic,0
NOTE0001332,10002286,ADV021,2025-03-07,Career,1
NOTE0001333,10002289,ADV024,2025-03-14,Wellness,0
NOTE0001334,10002290,ADV030,2025-02-02,Financial,1
NOTE0001335,10002290,ADV016,2025-02-12,Financial,0
NOTE0001336,10002291,ADV012,2025-03-17,Career,1
NOTE0001337,10002293,ADV039,2025-10-04,Career,0
NOTE0001338,10002294,ADV028,2025-02-25,Wellness,0
NOTE0001339,10002298,ADV046,2025-09-22,Financial,1
NOTE0001340,10002300,ADV033,2025-02-04,Wellness,1
NOTE0001341,10002300,ADV036,2025-10-03,Financial,0
NOTE0001342,10002306,ADV047,2025-02-18,Wellness,0
NOTE0001343,10002309,ADV002,2025-09-19,Academic,0
NOTE0001344,10002309,ADV016,2025-10-28,Career,0
NOTE0001345,10002310,ADV046,2025-10-02,Financial,1
NOTE0001346,10002311,ADV015,2025-02-14,Financial,0
NOTE0001347,10002312,ADV028,2025-09-01,Financial,1
NOTE0001348,10002313,ADV031,2025-02-03,Financial,0
NOTE0001349,10002316,ADV003,2025-02-14,Career,1
NOTE0001350,10002318,ADV032,2025-09-25,Financial,0
NOTE0001351,10002318,ADV012,2025-03-26,Financial,0
NOTE0001352,10002319,ADV008,2025-02-04,Academic,0
NOTE0001353,10002320,ADV011,2025-10-16,Wellness,1
NOTE0001354,10002322,ADV005,2025-10-27,Wellness,1
NOTE0001355,10002325,ADV042,2025-03-13,Career,1
NOTE0001356,10002328,ADV046,2025-03-20,Wellness,1
NOTE0001357,10002333,ADV020,2025-03-01,Financial,0
NOTE0001358,10002334,ADV045,2025-10-28,Wellness,1
NOTE0001359,10002335,ADV019,2025-10-21,Academic,0
NOTE0001360,10002336,ADV005,2025-09-17,Wellness,1
NOTE0001361,10002336,ADV015,2025-09-03,Academic,0
NOTE0001362,10002338,ADV012,2025-10-23,Wellness,1
NOTE0001363,10002339,ADV023,2025-02-28,Wellness,1
NOTE0001364,10002340,ADV044,2025-03-21,Career,1
NOTE0001365,10002345,ADV017,2025-03-12,Career,0
NOTE0001366,10002347,ADV022,2025-02-15,Financial,0
NOTE0001367,10002349,ADV035,2025-03-23,Academic,0
NOTE0001368,10002350,ADV044,2025-09-24,Academic,1
NOTE0001369,10002351,ADV038,2025-09-17,Financial,0
NOTE0001370,10002351,ADV029,2025-03-15,Academic,0
NOTE0001371,10002351,ADV025,2025-03-16,Wellness,0
NOTE0001372,10002352,ADV009,2025-02-15,Financial,0
NOTE0001373,10002354,ADV047,2025-02-15,Academic,1
NOTE0001374,10002356,ADV021,2025-09-06,Career,0
NOTE0001375,10002357,ADV050,2025-10-09,Wellness,0
NOTE0001376,10002359,ADV036,2025-02-22,Wellness,1
NOTE0001377,10002360,ADV043,2025-02-17,Academic,0
NOTE0001378,10002365,ADV023,2025-02-03,Wellness,1
NOTE0001379,10002365,ADV007,2025-09-25,Career,1
NOTE0001380,10002368,ADV044,2025-03-28,Financial,0
NOTE0001381,10002373,ADV020,2025-03-12,Academic,0
NOTE0001382,10002377,ADV039,2025-03-20,Financial,0
NOTE0001383,10002377,ADV032,2025-10-02,Wellness,1
NOTE0001384,10002377,ADV001,2025-02-07,Academic,0
NOTE0001385,10002378,ADV016,2025-09-08,Financial,0
NOTE0001386,10002380,ADV039,2025-03-22,Career,0
NOTE0001387,10002383,ADV014,2025-03-23,Academic,1
NOTE0001388,10002383,ADV040,2025-02-08,Academic,0
NOTE0001389,10002385,ADV050,2025-09-02,Financial,1
NOTE0001390,10002385,ADV004,2025-03-07,Financial,0
NOTE0001391,10002389,ADV015,2025-02-10,Academic,0
NOTE0001392,10002391,ADV003,2025-09-07,Financial,1
NOTE0001393,10002392,ADV018,2025-03-25,Financial,0
NOTE0001394,10002392,ADV027,2025-10-24,Career,0
NOTE0001395,10002393,ADV042,2025-03-05,Financial,1
NOTE0001396,10002396,ADV029,2025-03-21,Career,0
NOTE0001397,10002396,ADV027,2025-09-09,Financial,1
NOTE0001398,10002397,ADV026,2025-03-09,Wellness,0
NOTE0001399,10002398,ADV001,2025-03-19,Wellness,1
NOTE0001400,10002400,ADV048,2025-10-11,Academic,1
NOTE0001401,10002402,ADV003,2025-09-28,Financial,1
NOTE0001402,10002402,ADV027,2025-10-02,Wellness,0
NOTE0001403,10002404,ADV027,2025-02-15,Financial,0
NOTE0001404,10002404,ADV016,2025-03-05,Academic,0
NOTE0001405,10002404,ADV018,2025-10-03,Financial,1
NOTE0001406,10002405,ADV019,2025-09-03,Academic,0
NOTE0001407,10002406,ADV012,2025-02-06,Financial,0
NOTE0001408,10002408,ADV044,2025-03-22,Wellness,1
NOTE0001409,10002408,ADV014,2025-09-25,Financial,0
NOTE0001410,10002408,ADV021,2025-02-28,Wellness,0
NOTE0001411,10002412,ADV018,2025-02-23,Career,0
NOTE0001412,10002416,ADV005,2025-02-23,Academic,0
NOTE0001413,10002418,ADV034,2025-03-13,Academic,0
NOTE0001414,10002420,ADV027,2025-09-04,Wellness,0
NOTE0001415,10002420,ADV007,2025-02-03,Financial,0
NOTE0001416,10002422,ADV043,2025-09-12,Career,1
NOTE0001417,10002422,ADV033,2025-09-03,Academic,0
NOTE0001418,10002423,ADV038,2025-03-26,Financial,1
NOTE0001419,10002423,ADV024,2025-03-12,Financial,1
NOTE0001420,10002424,ADV022,2025-03-18,Wellness,0
NOTE0001421,10002429,ADV046,2025-09-21,Academic,0
NOTE0001422,10002429,ADV026,2025-10-20,Career,1
NOTE0001423,10002431,ADV028,2025-09-25,Financial,0
NOTE0001424,10002431,ADV021,2025-09-16,Financial,0
NOTE0001425,10002432,ADV007,2025-02-19,Wellness,1
NOTE0001426,10002432,ADV045,2025-02-21,Wellness,0
NOTE0001427,10002432,ADV034,2025-10-05,Wellness,0
NOTE0001428,10002437,ADV030,2025-02-19,Financial,0
NOTE0001429,10002438,ADV005,2025-10-25,Wellness,0
NOTE0001430,10002439,ADV040,2025-09-18,Wellness,0
NOTE0001431,10002440,ADV014,2025-03-16,Financial,0
NOTE0001432,10002443,ADV013,2025-10-18,Financial,1
NOTE0001433,10002445,ADV003,2025-09-02,Wellness,1
NOTE0001434,10002447,ADV039,2025-02-26,Wellness,0
NOTE0001435,10002448,ADV039,2025-10-06,Financial,1
NOTE0001436,10002448,ADV027,2025-09-09,Financial,0
NOTE0001437,10002449,ADV008,2025-03-22,Wellness,0
NOTE0001438,10002449,ADV007,2025-10-23,Academic,1
NOTE0001439,10002457,ADV048,2025-02-22,Wellness,0
NOTE0001440,10002458,ADV044,2025-03-20,Career,0
NOTE0001441,10002461,ADV043,2025-10-22,Academic,0
NOTE0001442,10002464,ADV025,2025-03-09,Career,0
NOTE0001443,10002465,ADV047,2025-03-02,Wellness,1
NOTE0001444,10002465,ADV043,2025-03-20,Career,0
NOTE0001445,10002466,ADV023,2025-09-04,Financial,1
NOTE0001446,10002469,ADV036,2025-02-14,Financial,0
NOTE0001447,10002470,ADV016,2025-03-27,Career,1
NOTE0001448,10002477,ADV009,2025-02-14,Wellness,1
NOTE0001449,10002478,ADV026,2025-10-08,Career,0
NOTE0001450,10002481,ADV017,2025-03-14,Career,0
NOTE0001451,10002482,ADV017,2025-10-25,Wellness,0
NOTE0001452,10002483,ADV019,2025-03-24,Financial,0
NOTE0001453,10002485,ADV044,2025-09-01,Wellness,0
NOTE0001454,10002486,ADV013,2025-03-23,Wellness,0
NOTE0001455,10002488,ADV048,2025-03-03,Academic,0
NOTE0001456,10002489,ADV009,2025-10-05,Wellness,1
NOTE0001457,10002490,ADV005,2025-10-23,Wellness,0
NOTE0001458,10002495,ADV049,2025-10-20,Wellness,0
NOTE0001459,10002497,ADV016,2025-02-13,Wellness,1
NOTE0001460,10002497,ADV041,2025-03-15,Career,1
NOTE0001461,10002499,ADV014,2025-10-20,Wellness,0
NOTE0001462,10002500,ADV017,2025-09-13,Financial,0
NOTE0001463,10002500,ADV028,2025-10-19,Financial,0
NOTE0001464,10002501,ADV043,2025-10-28,Career,0
NOTE0001465,10002503,ADV036,2025-09-04,Academic,1
NOTE0001466,10002505,ADV031,2025-03-09,Career,0
NOTE0001467,10002507,ADV048,2025-02-19,Career,0
NOTE0001468,10002508,ADV037,2025-09-19,Financial,0
NOTE0001469,10002508,ADV018,2025-09-18,Academic,0
NOTE0001470,10002509,ADV011,2025-09-18,Wellness,1
NOTE0001471,10002509,ADV014,2025-10-22,Financial,0
NOTE0001472,10002509,ADV011,2025-10-24,Career,0
NOTE0001473,10002512,ADV012,2025-03-14,Academic,1
NOTE0001474,10002513,ADV009,2025-09-05,Career,0
NOTE0001475,10002514,ADV038,2025-03-09,Financial,0
NOTE0001476,10002514,ADV006,2025-10-08,Academic,0
NOTE0001477,10002516,ADV050,2025-09-18,Financial,0
NOTE0001478,10002517,ADV023,2025-10-25,Career,0
NOTE0001479,10002518,ADV050,2025-02-03,Academic,1
NOTE0001480,10002519,ADV035,2025-10-22,Wellness,1
NOTE0001481,10002520,ADV005,2025-09-09,Wellness,0
NOTE0001482,10002525,ADV007,2025-02-13,Financial,1
NOTE0001483,10002525,ADV037,2025-09-07,Academic,0
NOTE0001484,10002526,ADV050,2025-03-20,Career,0
NOTE0001485,10002526,ADV041,2025-03-07,Career,1
NOTE0001486,10002527,ADV027,2025-02-28,Financial,0
NOTE0001487,10002531,ADV046,2025-02-08,Financial,0
NOTE0001488,10002534,ADV003,2025-03-11,Career,0
NOTE0001489,10002534,ADV031,2025-10-13,Wellness,0
NOTE0001490,10002535,ADV001,2025-03-01,Wellness,0
NOTE0001491,10002536,ADV022,2025-02-17,Financial,0
NOTE0001492,10002541,ADV043,2025-03-03,Wellness,0
NOTE0001493,10002542,ADV034,2025-02-08,Wellness,1
NOTE0001494,10002549,ADV041,2025-09-26,Academic,0
NOTE0001495,10002549,ADV028,2025-10-20,Career,0
NOTE0001496,10002550,ADV020,2025-10-11,Academic,0
NOTE0001497,10002551,ADV002,2025-09-05,Academic,1
NOTE0001498,10002553,ADV034,2025-09-08,Academic,0
NOTE0001499,10002554,ADV041,2025-09-09,Wellness,0
NOTE0001500,10002554,ADV024,2025-03-10,Financial,0
NOTE0001501,10002554,ADV001,2025-03-19,Wellness,0
NOTE0001502,10002555,ADV021,2025-02-20,Financial,1
NOTE0001503,10002558,ADV037,2025-10-19,Financial,1
NOTE0001504,10002559,ADV018,2025-03-23,Academic,0
NOTE0001505,10002559,ADV040,2025-02-20,Career,0
NOTE0001506,10002560,ADV028,2025-02-20,Wellness,1
NOTE0001507,10002566,ADV024,2025-02-22,Career,0
NOTE0001508,10002567,ADV009,2025-02-03,Wellness,1
NOTE0001509,10002569,ADV010,2025-03-28,Wellness,0
NOTE0001510,10002569,ADV027,2025-03-26,Wellness,0
NOTE0001511,10002571,ADV037,2025-10-10,Financial,1
NOTE0001512,10002574,ADV025,2025-02-03,Financial,0
NOTE0001513,10002574,ADV036,2025-09-04,Academic,1
NOTE0001514,10002582,ADV018,2025-02-25,Career,0
NOTE0001515,10002583,ADV016,2025-10-11,Financial,0
NOTE0001516,10002585,ADV004,2025-09-22,Financial,0
NOTE0001517,10002585,ADV003,2025-03-07,Academic,0
NOTE0001518,10002585,ADV050,2025-02-09,Wellness,0
NOTE0001519,10002586,ADV026,2025-02-10,Academic,0
NOTE0001520,10002591,ADV036,2025-03-01,Financial,0
NOTE0001521,10002591,ADV008,2025-03-07,Wellness,1
NOTE0001522,10002593,ADV034,2025-09-18,Career,0
NOTE0001523,10002593,ADV025,2025-03-25,Wellness,0
NOTE0001524,10002598,ADV009,2025-03-13,Career,1
NOTE0001525,10002599,ADV017,2025-10-26,Wellness,0
NOTE0001526,10002602,ADV027,2025-10-10,Academic,1
NOTE0001527,10002603,ADV047,2025-02-04,Career,0
NOTE0001528,10002604,ADV046,2025-02-15,Financial,0
NOTE0001529,10002604,ADV017,2025-09-05,Career,0
NOTE0001530,10002604,ADV007,2025-02-21,Academic,0
NOTE0001531,10002607,ADV029,2025-10-01,Wellness,1
NOTE0001532,10002608,ADV002,2025-03-24,Financial,0
NOTE0001533,10002611,ADV024,2025-02-21,Wellness,0
NOTE0001534,10002612,ADV030,2025-02-23,Financial,1
NOTE0001535,10002613,ADV029,2025-02-27,Career,0
NOTE0001536,10002614,ADV021,2025-10-27,Academic,1
NOTE0001537,10002614,ADV015,2025-03-14,Financial,1
NOTE0001538,10002614,ADV042,2025-10-15,Financial,0
NOTE0001539,10002618,ADV008,2025-02-11,Career,1
NOTE0001540,10002619,ADV042,2025-09-25,Financial,1
NOTE0001541,10002619,ADV040,2025-10-05,Academic,0
NOTE0001542,10002620,ADV019,2025-02-26,Career,0
NOTE0001543,10002621,ADV008,2025-09-28,Academic,0
NOTE0001544,10002622,ADV020,2025-02-22,Career,0
NOTE0001545,10002627,ADV014,2025-02-07,Academic,0
NOTE0001546,10002627,ADV006,2025-09-25,Career,1
NOTE0001547,10002629,ADV019,2025-02-21,Wellness,0
NOTE0001548,10002630,ADV013,2025-03-19,Financial,0
NOTE0001549,10002632,ADV033,2025-09-02,Financial,0
NOTE0001550,10002632,ADV030,2025-10-22,Wellness,1
NOTE0001551,10002633,ADV024,2025-10-15,Financial,0
NOTE0001552,10002634,ADV010,2025-03-08,Wellness,0
NOTE0001553,10002639,ADV040,2025-02-15,Wellness,0
NOTE0001554,10002640,ADV049,2025-10-09,Career,0
NOTE0001555,10002641,ADV003,2025-10-14,Academic,0
NOTE0001556,10002642,ADV002,2025-09-02,Career,1
NOTE0001557,10002643,ADV046,2025-09-19,Wellness,0
NOTE0001558,10002653,ADV048,2025-10-25,Academic,0
NOTE0001559,10002658,ADV015,2025-09-17,Academic,0
NOTE0001560,10002658,ADV043,2025-02-16,Financial,1
NOTE0001561,10002660,ADV005,2025-02-01,Financial,0
NOTE0001562,10002661,ADV005,2025-02-25,Career,0
NOTE0001563,10002664,ADV017,2025-10-20,Career,1
NOTE0001564,10002665,ADV027,2025-09-15,Financial,0
NOTE0001565,10002666,ADV026,2025-09-27,Academic,1
NOTE0001566,10002666,ADV037,2025-09-04,Career,1
NOTE0001567,10002668,ADV031,2025-10-02,Financial,1
NOTE0001568,10002670,ADV029,2025-02-14,Financial,1
NOTE0001569,10002672,ADV008,2025-02-02,Academic,0
NOTE0001570,10002672,ADV024,2025-03-17,Career,1
NOTE0001571,10002678,ADV008,2025-09-10,Wellness,0
NOTE0001572,10002682,ADV030,2025-02-16,Wellness,1
NOTE0001573,10002685,ADV048,2025-03-05,Career,0
NOTE0001574,10002685,ADV016,2025-03-21,Career,0
NOTE0001575,10002687,ADV028,2025-02-10,Financial,0
NOTE0001576,10002689,ADV004,2025-02-22,Academic,0
NOTE0001577,10002691,ADV006,2025-09-03,Financial,0
NOTE0001578,10002692,ADV015,2025-10-08,Wellness,0
NOTE0001579,10002693,ADV034,2025-02-12,Academic,0
NOTE0001580,10002693,ADV002,2025-02-21,Academic,1
NOTE0001581,10002695,ADV044,2025-03-03,Career,0
NOTE0001582,10002696,ADV009,2025-02-04,Academic,0
NOTE0001583,10002697,ADV040,2025-03-13,Financial,0
NOTE0001584,10002705,ADV017,2025-02-13,Wellness,1
NOTE0001585,10002707,ADV013,2025-09-19,Financial,1
NOTE0001586,10002708,ADV042,2025-10-08,Academic,1
NOTE0001587,10002711,ADV014,2025-02-25,Wellness,0
NOTE0001588,10002711,ADV017,2025-03-08,Academic,1
NOTE0001589,10002712,ADV026,2025-03-21,Academic,0
NOTE0001590,10002714,ADV027,2025-10-08,Academic,0
NOTE0001591,10002715,ADV017,2025-10-17,Financial,0
NOTE0001592,10002715,ADV034,2025-10-08,Academic,0
NOTE0001593,10002716,ADV032,2025-09-18,Career,0
NOTE0001594,10002719,ADV006,2025-10-08,Career,0
NOTE0001595,10002721,ADV012,2025-02-21,Wellness,1
NOTE0001596,10002721,ADV018,2025-03-23,Academic,0
NOTE0001597,10002722,ADV028,2025-09-28,Academic,0
NOTE0001598,10002722,ADV003,2025-10-15,Wellness,0
NOTE0001599,10002722,ADV004,2025-09-13,Career,1
NOTE0001600,10002724,ADV003,2025-09-09,Wellness,1
NOTE0001601,10002727,ADV048,2025-10-07,Financial,0
NOTE0001602,10002728,ADV026,2025-09-21,Academic,0
NOTE0001603,10002730,ADV043,2025-09-11,Financial,0
NOTE0001604,10002731,ADV016,2025-10-17,Academic,0
NOTE0001605,10002734,ADV012,2025-02-19,Wellness,1
NOTE0001606,10002735,ADV038,2025-10-12,Financial,1
NOTE0001607,10002736,ADV043,2025-03-27,Career,0
NOTE0001608,10002738,ADV019,2025-09-15,Wellness,1
NOTE0001609,10002738,ADV007,2025-10-27,Career,0
NOTE0001610,10002739,ADV003,2025-02-28,Academic,0
NOTE0001611,10002740,ADV031,2025-09-07,Financial,1
NOTE0001612,10002745,ADV050,2025-09-20,Financial,0
NOTE0001613,10002745,ADV021,2025-10-23,Wellness,0
NOTE0001614,10002753,ADV022,2025-03-13,Wellness,0
NOTE0001615,10002754,ADV001,2025-09-11,Career,0
NOTE0001616,10002755,ADV048,2025-10-09,Wellness,0
NOTE0001617,10002755,ADV005,2025-03-04,Career,0
NOTE0001618,10002756,ADV042,2025-03-26,Financial,0
NOTE0001619,10002758,ADV008,2025-09-06,Career,1
NOTE0001620,10002759,ADV048,2025-02-22,Academic,0
NOTE0001621,10002762,ADV039,2025-09-05,Financial,1
NOTE0001622,10002762,ADV003,2025-03-10,Academic,0
NOTE0001623,10002763,ADV045,2025-02-24,Wellness,0
NOTE0001624,10002764,ADV017,2025-03-05,Wellness,1
NOTE0001625,10002766,ADV029,2025-09-27,Wellness,0
NOTE0001626,10002768,ADV005,2025-02-21,Financial,0
NOTE0001627,10002770,ADV035,2025-03-28,Academic,1
NOTE0001628,10002775,ADV004,2025-09-07,Career,0
NOTE0001629,10002779,ADV011,2025-09-02,Career,0
NOTE0001630,10002782,ADV021,2025-02-22,Financial,0
NOTE0001631,10002786,ADV026,2025-10-14,Wellness,1
NOTE0001632,10002788,ADV041,2025-10-17,Career,0
NOTE0001633,10002788,ADV028,2025-09-11,Wellness,1
NOTE0001634,10002789,ADV005,2025-10-13,Academic,1
NOTE0001635,10002794,ADV034,2025-03-01,Career,0
NOTE0001636,10002797,ADV032,2025-03-15,Academic,0
NOTE0001637,10002802,ADV004,2025-09-14,Financial,1
NOTE0001638,10002803,ADV004,2025-03-06,Academic,1
NOTE0001639,10002804,ADV008,2025-02-19,Financial,1
NOTE0001640,10002808,ADV022,2025-03-19,Career,0
NOTE0001641,10002809,ADV036,2025-09-09,Career,0
NOTE0001642,10002811,ADV008,2025-03-22,Career,0
NOTE0001643,10002811,ADV036,2025-03-07,Financial,0
NOTE0001644,10002812,ADV017,2025-03-21,Career,0
NOTE0001645,10002812,ADV013,2025-02-14,Career,0
NOTE0001646,10002812,ADV032,2025-10-18,Career,1
NOTE0001647,10002813,ADV007,2025-09-11,Academic,1
NOTE0001648,10002813,ADV032,2025-02-21,Career,0
NOTE0001649,10002814,ADV007,2025-03-16,Financial,0
NOTE0001650,10002814,ADV017,2025-03-18,Wellness,1
NOTE0001651,10002818,ADV014,2025-03-21,Career,0
NOTE0001652,10002819,ADV028,2025-03-12,Financial,1
NOTE0001653,10002819,ADV045,2025-10-08,Financial,1
NOTE0001654,10002821,ADV032,2025-03-14,Wellness,1
NOTE0001655,10002821,ADV050,2025-03-16,Academic,0
NOTE0001656,10002823,ADV013,2025-03-15,Wellness,0
NOTE0001657,10002823,ADV017,2025-10-15,Career,0
NOTE0001658,10002826,ADV038,2025-03-19,Academic,0
NOTE0001659,10002826,ADV029,2025-09-03,Wellness,1
NOTE0001660,10002826,ADV046,2025-03-01,Academic,1
NOTE0001661,10002827,ADV010,2025-09-27,Career,0
NOTE0001662,10002828,ADV038,2025-10-25,Financial,1
NOTE0001663,10002832,ADV045,2025-10-19,Financial,0
NOTE0001664,10002834,ADV040,2025-02-21,Financial,0
NOTE0001665,10002836,ADV006,2025-03-16,Career,1
NOTE0001666,10002836,ADV030,2025-10-11,Wellness,0
NOTE0001667,10002837,ADV003,2025-03-11,Career,1
NOTE0001668,10002839,ADV018,2025-09-13,Financial,0
NOTE0001669,10002839,ADV005,2025-03-03,Academic,0
NOTE0001670,10002840,ADV047,2025-09-18,Wellness,0
NOTE0001671,10002841,ADV048,2025-03-04,Wellness,1
NOTE0001672,10002842,ADV012,2025-03-28,Wellness,0
NOTE0001673,10002847,ADV026,2025-09-24,Academic,0
NOTE0001674,10002849,ADV001,2025-09-10,Financial,0
NOTE0001675,10002850,ADV023,2025-02-06,Wellness,1
NOTE0001676,10002851,ADV014,2025-03-27,Wellness,0
NOTE0001677,10002852,ADV014,2025-09-02,Financial,0
NOTE0001678,10002852,ADV021,2025-02-24,Academic,0
NOTE0001679,10002855,ADV022,2025-10-27,Wellness,0
NOTE0001680,10002855,ADV030,2025-02-23,Career,0
NOTE0001681,10002858,ADV042,2025-09-15,Academic,0
NOTE0001682,10002862,ADV041,2025-09-01,Academic,0
NOTE0001683,10002863,ADV032,2025-09-13,Career,1
NOTE0001684,10002865,ADV041,2025-02-12,Wellness,0
NOTE0001685,10002865,ADV049,2025-02-24,Wellness,0
NOTE0001686,10002872,ADV004,2025-09-01,Wellness,0
NOTE0001687,10002873,ADV010,2025-09-26,Career,0
NOTE0001688,10002875,ADV036,2025-09-06,Financial,0
NOTE0001689,10002877,ADV013,2025-02-01,Career,1
NOTE0001690,10002878,ADV004,2025-09-07,Academic,0
NOTE0001691,10002878,ADV047,2025-09-21,Financial,0
NOTE0001692,10002879,ADV018,2025-03-23,Financial,1
NOTE0001693,10002881,ADV010,2025-09-11,Academic,0
NOTE0001694,10002882,ADV025,2025-09-14,Career,1
NOTE0001695,10002882,ADV047,2025-03-20,Wellness,0
NOTE0001696,10002883,ADV049,2025-10-22,Academic,0
NOTE0001697,10002883,ADV004,2025-02-25,Academic,0
NOTE0001698,10002886,ADV028,2025-09-15,Wellness,0
NOTE0001699,10002886,ADV007,2025-10-07,Career,0
NOTE0001700,10002888,ADV044,2025-10-03,Academic,0
NOTE0001701,10002891,ADV034,2025-02-28,Academic,0
NOTE0001702,10002892,ADV001,2025-02-01,Academic,0
NOTE0001703,10002893,ADV015,2025-10-21,Academic,0
NOTE0001704,10002893,ADV042,2025-10-14,Academic,0
NOTE0001705,10002895,ADV033,2025-09-04,Academic,0
NOTE0001706,10002898,ADV042,2025-09-19,Career,0
NOTE0001707,10002900,ADV035,2025-02-12,Career,0
NOTE0001708,10002900,ADV043,2025-09-12,Wellness,1
NOTE0001709,10002904,ADV023,2025-03-28,Career,0
NOTE0001710,10002905,ADV002,2025-09-04,Financial,0
NOTE0001711,10002905,ADV001,2025-03-05,Career,0
NOTE0001712,10002906,ADV024,2025-02-26,Career,0
NOTE0001713,10002909,ADV043,2025-02-15,Financial,0
NOTE0001714,10002909,ADV021,2025-09-04,Career,0
NOTE0001715,10002910,ADV001,2025-09-02,Wellness,0
NOTE0001716,10002911,ADV047,2025-09-18,Wellness,0
NOTE0001717,10002911,ADV041,2025-03-10,Wellness,0
